respondent_id,ATTN_1,ATTN_2,BIAS_01,BIAS_02,BIAS_03,BIAS_04,BIAS_05,BIAS_06,BIAS_07,BIAS_08,BIAS_09,BIAS_10,BIAS_11,BIAS_12,DOI_01,DOI_02,DOI_03,DOI_04,DOI_05,DOI_06,DOI_07,DOI_08,DOI_09,DOI_10,DOI_11,DOI_12,HSQ_aff_01,HSQ_aff_02,HSQ_aff_03,HSQ_aff_04,HSQ_aff_05,HSQ_aff_06,HSQ_aff_07,HSQ_aff_08,HSQ_aggr_01,HSQ_aggr_02,HSQ_aggr_03,HSQ_aggr_04,HSQ_aggr_05,HSQ_aggr_06,HSQ_aggr_07,HSQ_aggr_08,HSQ_self_01,HSQ_self_02,HSQ_self_03,HSQ_self_04,HSQ_self_05,HSQ_self_06,HSQ_self_07,HSQ_self_08,HSQ_soci_01,HSQ_soci_02,HSQ_soci_03,HSQ_soci_04,HSQ_soci_05,HSQ_soci_06,HSQ_soci_07,HSQ_soci_08,NPI_01,NPI_02,NPI_03,NPI_04,NPI_05,NPI_06,NPI_07,NPI_08,NPI_09,NPI_10,SD3_mac_01,SD3_mac_02,SD3_mac_03,SD3_mac_04,SD3_mac_05,SD3_mac_06,SD3_mac_07,SD3_mac_08,SD3_mac_09,SD3_narc_01,SD3_narc_02,SD3_narc_03,SD3_narc_04,SD3_narc_05,SD3_narc_06,SD3_narc_07,SD3_narc_08,SD3_narc_09,SD3_psy_01,SD3_psy_02,SD3_psy_03,SD3_psy_04,SD3_psy_05,SD3_psy_06,SD3_psy_07,SD3_psy_08,SD3_psy_09,country,language,age,gender,education,device,source,duration_sec
R0056,1,0,5,2,3,5,4,4,1,4,4,3,2,4,3,5,5,4,3,4,2,5,5,3,3,1,5,5,5,2,4,2,5,2,3,5,1,1,5,2,5,5,3,3,2,5,3,3,1,5,4,3,5,2,1,3,2,5,1,5,1,4,1,5,5,1,3,3,1,2,4,1,3,2,4,4,2,3,4,2,2,5,4,1,4,5,3,5,1,1,4,4,1,3,2,US,en,47,F,phd,mobile,panel,15.327268544489948
R0057,1,1,3,3,5,3,3,4,3,3,3,3,3,3,3,3,3,3,1,3,1,3,5,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,4,3,3,3,3,1,3,1,3,3,3,3,3,3,IN,en,44,F,master,mobile,ads,14.950966882012281
R0058,1,1,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,5,3,3,3,3,3,5,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,1,3,3,3,1,3,3,3,3,1,3,3,3,3,IN,en,27,M,master,desktop,ads,17.505925735804677
R0059,0,1,1,4,3,3,1,5,1,5,4,3,2,1,3,4,1,1,1,2,2,1,5,4,4,5,3,2,3,5,4,1,2,5,4,5,2,4,3,1,2,3,3,5,3,5,2,3,1,3,4,5,4,2,5,5,2,5,1,2,2,2,3,1,2,5,3,2,2,2,5,3,4,5,3,5,5,4,1,3,4,3,4,4,2,4,5,3,2,1,4,2,3,5,3,DE,de,57,M,phd,desktop,panel,17.129205054491994
R0060,0,0,5,3,5,4,4,5,5,4,3,1,4,5,3,2,5,4,4,5,1,5,2,4,5,3,4,5,5,3,2,4,5,3,5,5,2,3,3,4,5,2,3,4,4,4,1,4,1,2,4,3,4,2,1,4,4,1,5,2,2,1,3,2,4,3,5,2,3,1,4,5,4,4,1,4,3,1,1,3,2,4,4,4,5,5,3,1,2,2,4,2,2,4,3,RU,ru,45,M,bachelor,mobile,panel,16.924052654773867
R0061,1,1,3,3,3,3,3,1,3,1,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,2,5,3,2,3,3,4,3,3,3,3,3,1,3,3,3,3,3,5,5,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,DE,de,38,M,master,mobile,panel,16.046665967675725
R0062,1,0,3,4,4,3,2,4,4,4,3,3,1,2,4,3,4,3,4,3,3,3,3,4,3,2,3,3,2,2,5,2,3,4,2,3,4,3,5,2,2,1,4,4,3,3,4,1,2,4,1,4,3,2,5,2,4,5,3,3,2,3,2,3,2,5,1,2,2,4,3,3,4,2,2,3,2,3,4,4,2,3,3,3,3,2,3,3,5,3,4,4,2,3,2,RU,ru,50,F,phd,mobile,panel,17.88437940696913
R0063,0,0,3,3,3,3,2,3,3,3,3,3,3,3,2,3,1,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,3,3,1,3,3,3,3,3,3,1,3,1,2,3,3,3,2,2,3,3,3,3,3,3,5,3,3,3,1,3,3,3,3,3,3,3,3,5,3,3,4,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,US,en,25,M,master,mobile,organic,14.742971644554384
R0064,0,1,5,5,3,4,4,4,2,4,4,5,2,2,4,5,2,5,4,4,1,3,3,3,1,1,1,1,4,3,1,2,4,4,4,2,1,3,3,5,2,1,1,4,4,4,1,3,3,5,4,2,4,3,3,2,5,1,1,3,4,5,3,5,5,2,1,1,1,4,3,3,3,1,4,3,4,3,1,5,1,4,1,5,1,1,3,5,1,5,2,2,1,3,2,RU,ru,52,M,bachelor,desktop,panel,18.10353733897173
R0065,0,0,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,2,3,3,2,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,3,RU,ru,25,F,secondary,mobile,ads,14.498436218263624
R0066,1,1,4,4,3,3,3,3,3,3,3,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,4,3,2,1,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,DE,de,34,M,bachelor,mobile,ads,17.78799642320466
R0067,0,0,3,2,2,1,3,3,2,4,3,3,2,4,3,3,4,1,3,3,5,3,5,4,2,5,1,2,5,5,4,4,5,1,3,1,1,1,4,1,4,4,2,5,4,2,5,2,2,1,2,3,3,2,3,3,5,2,1,3,5,4,2,2,3,3,5,5,1,1,3,1,2,1,2,4,4,5,5,1,1,2,5,2,1,4,3,1,5,2,5,5,4,5,1,IN,en,59,M,phd,desktop,organic,17.431315068322167
R0068,1,1,3,3,1,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,5,3,3,5,3,3,3,3,3,DE,de,43,F,secondary,desktop,panel,17.44504960207221
R0069,1,1,3,3,3,2,3,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,5,4,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,RU,ru,27,F,master,desktop,ads,16.20786638986377
R0070,1,0,3,3,3,5,3,3,3,3,1,3,3,3,2,3,3,3,3,3,3,3,1,3,3,3,4,3,3,3,5,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,2,3,3,4,3,3,3,3,3,RU,ru,57,M,bachelor,mobile,ads,17.64489108467058
R0071,1,1,4,5,3,3,2,3,3,5,3,2,4,3,5,3,2,3,4,2,2,4,2,3,2,2,3,4,4,4,2,3,4,3,5,1,2,2,1,3,1,4,1,1,1,4,2,3,3,4,3,1,5,5,3,4,4,1,4,1,3,3,3,1,4,4,5,5,3,3,3,5,3,2,4,4,2,3,3,3,4,3,2,3,4,2,2,2,3,4,2,2,3,2,2,DE,de,24,F,master,mobile,panel,27.72768270071773
R0072,1,1,1,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,5,3,3,3,3,3,3,5,4,3,3,3,3,3,1,3,1,3,3,3,3,3,4,3,3,3,3,3,3,3,3,1,DE,de,57,F,master,desktop,ads,17.355803784780143
R0073,0,0,3,3,2,5,1,5,4,1,5,4,4,3,2,3,1,5,5,1,5,4,1,1,2,1,1,3,5,2,2,2,1,5,1,1,3,4,5,1,5,3,3,1,5,2,3,2,5,2,2,5,3,1,3,2,5,4,2,2,1,1,1,5,2,2,1,2,2,4,3,3,2,5,2,5,2,4,2,1,2,3,3,5,1,1,2,2,5,1,5,3,5,1,4,DE,de,48,F,secondary,mobile,panel,18.113962473553798
R0074,1,1,4,1,3,3,5,4,2,4,2,5,4,3,4,5,4,5,1,1,1,5,5,1,5,1,4,4,2,2,4,1,4,2,4,5,4,2,2,2,3,4,3,4,3,1,4,1,4,3,1,3,4,2,3,1,3,3,2,3,3,4,3,4,3,5,4,3,3,2,3,4,3,3,3,3,3,1,1,1,2,5,1,1,1,5,3,1,5,2,4,3,1,3,3,RU,ru,58,M,master,mobile,panel,24.15984093145704
R0075,0,0,1,3,4,1,4,3,3,1,5,2,3,1,4,5,3,3,4,4,5,5,2,3,3,4,2,1,4,3,3,2,4,1,4,2,4,3,5,4,3,1,1,2,3,2,2,5,4,5,5,1,1,2,1,5,2,3,5,4,1,3,3,4,3,5,1,2,3,5,3,4,3,5,2,2,4,5,5,5,5,4,1,1,4,5,4,1,3,4,4,4,3,2,3,US,en,36,M,bachelor,desktop,ads,17.971505447112033
R0076,1,0,2,3,3,3,3,3,3,3,4,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,4,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,5,3,3,3,RU,ru,39,F,secondary,desktop,organic,17.383750749984742
R0077,0,1,3,1,1,5,2,1,2,1,1,5,5,1,2,1,4,4,3,3,5,3,2,3,4,3,4,2,2,2,4,1,5,1,3,2,3,4,5,2,3,3,4,4,5,5,3,4,4,2,5,2,5,5,1,4,1,2,2,4,3,3,1,3,3,3,2,1,1,3,2,2,3,3,2,3,3,2,3,3,3,3,4,2,4,4,3,3,3,3,5,3,2,4,3,DE,de,40,F,master,desktop,ads,16.436068534190767
R0078,1,1,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,5,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,4,3,3,IN,en,32,M,bachelor,desktop,organic,16.114816325312084
R0079,0,0,3,3,2,3,3,2,4,5,4,5,1,5,1,3,4,5,3,5,4,3,1,5,4,3,4,2,3,2,3,3,5,3,3,5,2,4,3,5,3,2,3,4,4,5,2,1,2,3,2,2,4,5,3,5,4,1,3,4,3,2,3,3,4,3,4,1,4,3,3,1,5,4,3,2,5,4,1,4,2,1,4,2,4,4,3,5,1,2,4,3,3,5,1,RU,ru,22,F,secondary,mobile,ads,18.81925822651422
R0080,1,0,3,5,3,3,3,1,4,3,2,4,4,4,1,4,5,4,3,1,2,3,3,4,2,2,4,5,4,4,4,3,3,3,2,2,3,1,2,1,1,4,1,4,3,5,3,4,4,1,4,2,4,4,3,2,5,4,4,2,3,5,1,5,2,2,4,2,4,3,2,2,5,4,1,2,5,5,4,5,3,2,5,4,1,3,3,3,1,3,2,5,5,2,2,RU,ru,51,M,secondary,desktop,organic,15.222487292563569
R0081,1,1,1,4,2,1,1,4,1,3,2,5,1,5,4,4,4,4,1,3,1,1,5,3,4,1,2,5,3,5,3,2,2,3,5,2,4,4,1,1,4,1,5,3,5,3,3,3,5,4,1,5,5,4,4,2,2,4,5,4,3,4,2,2,5,3,2,1,4,3,3,4,1,4,4,3,5,5,4,3,2,4,2,1,4,5,3,2,4,5,3,4,5,2,4,IN,en,24,F,master,mobile,panel,16.504393746327025
R0082,1,0,1,5,3,5,5,3,3,2,3,5,2,1,2,5,3,4,5,2,4,5,3,4,1,3,2,4,5,1,4,3,1,5,5,3,3,4,4,2,4,4,2,5,1,1,3,3,1,5,2,5,4,2,4,1,4,1,2,5,3,1,2,2,4,1,5,3,3,1,1,1,5,1,5,2,4,1,5,5,2,2,5,3,2,4,1,3,5,4,4,5,5,2,3,RU,ru,57,M,phd,mobile,panel,19.464551993043635
R0083,1,1,4,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,4,3,3,5,1,3,3,3,2,3,3,3,3,3,5,5,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,3,5,3,3,5,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,IN,en,54,F,phd,desktop,panel,16.825529150025304
R0084,1,1,3,3,3,3,1,3,3,3,1,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,5,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,3,3,3,3,3,3,3,3,3,3,3,3,US,en,62,F,master,desktop,ads,18.34348395264436
R0085,0,0,2,1,5,5,4,2,5,2,5,3,5,1,5,4,2,2,2,4,3,4,5,1,3,2,3,3,2,5,4,4,5,1,2,3,2,1,2,2,1,3,1,5,2,2,4,3,5,4,4,3,1,4,5,1,5,2,3,1,2,1,4,5,1,4,2,5,4,5,4,5,2,3,4,3,4,3,3,4,5,1,3,5,3,3,4,2,4,5,2,4,1,1,5,RU,ru,37,F,bachelor,mobile,ads,17.78091727813323
R0086,1,1,2,5,3,5,1,3,2,3,4,1,3,3,2,2,2,4,5,2,2,1,5,1,2,3,3,2,2,3,2,5,2,2,4,2,3,3,3,3,4,5,2,4,5,2,3,2,1,4,1,3,2,2,1,1,5,2,3,3,3,1,2,3,5,1,1,3,5,5,4,5,3,1,4,5,3,4,5,1,3,3,3,4,2,4,1,2,3,3,4,1,3,1,1,US,en,54,F,secondary,mobile,organic,18.140836296072155
R0087,1,1,2,3,4,4,3,3,5,2,3,3,4,5,4,2,2,2,4,3,3,4,4,2,3,2,5,2,4,3,5,1,5,2,3,3,3,4,2,4,2,3,3,2,2,3,1,4,2,2,2,4,2,2,2,4,4,4,3,5,4,3,3,3,4,3,3,3,3,2,4,4,3,3,3,3,2,2,1,3,5,3,2,3,3,4,2,4,2,4,2,2,3,2,3,IN,en,37,M,secondary,mobile,ads,25.898667401881298
R0088,0,0,3,3,5,4,2,5,2,4,3,4,4,5,1,2,2,1,2,4,2,2,5,5,5,2,5,3,1,3,2,1,4,1,3,5,5,2,4,5,3,1,3,1,1,2,5,5,3,5,4,3,2,4,3,3,1,3,2,2,3,2,4,5,4,2,2,2,1,4,3,2,2,3,5,2,2,3,2,5,2,3,5,1,3,2,4,3,1,2,4,1,5,5,2,IN,en,58,M,secondary,desktop,ads,15.568856725055191
R0089,1,1,1,1,2,4,3,1,2,1,1,4,5,2,1,2,1,1,4,5,5,1,2,5,1,4,3,3,3,5,1,3,1,4,1,5,5,3,5,2,3,2,1,3,2,4,1,1,3,2,5,1,5,5,1,4,1,1,3,2,2,2,3,2,5,1,3,2,3,3,4,4,3,2,5,2,2,3,5,4,5,2,5,4,3,1,3,3,1,3,4,2,2,1,3,RU,ru,53,F,phd,mobile,organic,17.461413271989652
R0090,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,1,3,3,3,3,3,3,4,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,4,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,RU,ru,43,F,phd,desktop,panel,18.48256669782729
R0091,1,0,5,4,5,5,5,5,3,2,5,3,2,2,5,4,3,1,2,3,5,1,2,5,1,4,1,1,2,1,5,1,3,2,5,4,3,2,3,4,3,1,5,4,4,1,1,4,1,2,4,4,3,1,4,3,1,2,1,4,5,2,3,3,3,1,1,2,2,5,5,5,1,5,4,3,2,3,2,5,3,1,4,3,4,2,5,4,5,4,2,1,1,4,4,US,en,50,M,secondary,desktop,panel,15.780869783747558
R0092,1,1,1,2,2,5,3,4,2,5,5,5,4,4,5,2,2,2,4,4,2,2,1,3,2,1,3,4,2,4,3,1,4,3,3,4,3,2,3,5,1,2,3,4,4,1,3,2,3,2,2,2,3,4,4,2,4,3,1,3,4,1,4,3,3,2,2,4,4,5,1,1,4,2,3,2,2,5,5,5,3,4,3,5,1,5,5,4,4,1,2,2,5,5,2,IN,en,46,F,bachelor,mobile,panel,16.689710582879606
R0093,1,0,3,3,2,4,5,2,2,2,2,2,3,2,4,5,4,4,2,1,3,3,3,2,4,1,3,2,5,2,1,5,3,2,3,1,2,2,3,2,3,4,2,3,3,5,3,3,3,5,2,4,1,1,2,2,4,4,3,3,2,3,3,4,4,3,4,3,3,3,2,1,1,5,1,2,5,5,5,4,5,4,4,4,4,2,4,4,3,3,3,4,3,4,3,RU,ru,60,M,secondary,mobile,panel,16.92360344984142
R0094,1,1,2,5,2,4,3,5,2,4,4,3,1,4,4,4,5,4,2,5,4,3,1,2,5,1,1,4,5,3,1,2,5,4,5,4,5,2,3,3,1,5,3,3,1,4,3,5,5,1,1,3,1,5,5,1,4,1,5,4,2,2,5,3,3,2,4,5,3,2,3,4,3,4,1,1,2,5,2,1,2,4,5,1,1,5,2,4,2,4,5,4,4,3,1,IN,en,21,F,bachelor,desktop,ads,16.88990310609032
R0095,1,1,3,5,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,4,3,3,3,3,3,3,1,2,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,4,3,5,3,3,3,2,3,3,US,en,63,F,secondary,desktop,ads,16.495620295938387
R0096,1,1,2,1,2,5,1,3,2,1,2,4,5,2,5,5,2,4,2,2,2,5,5,3,4,2,5,3,1,1,5,1,4,1,1,5,5,5,5,1,4,1,1,2,3,2,2,4,4,4,1,4,2,2,4,1,4,4,2,1,2,3,2,3,3,5,4,2,5,1,1,1,1,5,1,3,4,4,3,2,5,3,3,5,3,4,5,2,3,3,3,5,2,1,4,US,en,29,M,secondary,desktop,ads,26.063617132848144
R0097,0,1,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,5,3,3,1,3,3,1,3,3,3,3,1,3,3,3,3,3,1,3,3,3,3,3,3,3,1,3,3,2,2,3,3,4,3,3,3,3,5,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,4,3,1,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,IN,en,61,M,phd,desktop,panel,16.36590088590206
R0098,1,1,3,3,1,3,2,3,3,3,3,5,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,3,3,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,IN,en,28,F,bachelor,mobile,organic,17.044524093657433
R0099,1,0,3,3,5,3,3,3,3,3,3,3,3,2,3,3,1,3,3,3,5,3,2,3,3,3,4,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,1,3,3,3,3,3,3,3,3,1,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,IN,en,53,M,bachelor,desktop,ads,17.10544028140251
R0100,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,1,4,3,3,2,3,3,4,2,3,2,3,3,3,US,en,55,M,phd,mobile,organic,16.185494854566663
R0101,1,1,4,5,3,1,3,1,4,4,3,5,1,5,3,1,3,4,5,2,4,2,5,1,3,2,5,2,4,2,2,2,3,2,3,1,1,1,3,3,5,2,4,5,3,3,2,3,3,2,1,3,3,5,1,3,3,3,1,4,2,3,1,1,2,2,3,3,2,3,5,5,3,1,1,4,4,1,1,1,2,5,3,3,3,2,5,1,1,3,1,5,4,1,2,US,en,55,F,secondary,desktop,organic,18.79097646839146
R0102,1,1,4,2,3,4,2,3,3,2,3,4,2,2,5,1,2,2,4,1,2,1,2,2,4,4,1,3,1,4,2,5,2,2,2,2,3,4,1,5,1,5,4,2,2,4,1,5,3,4,2,4,1,4,2,3,3,2,5,2,4,2,1,3,2,5,1,3,2,1,3,5,2,2,2,3,3,3,2,3,3,2,4,5,5,1,3,4,4,1,3,5,2,2,1,RU,ru,30,F,master,mobile,organic,18.06552132256965
R0103,0,0,5,1,4,3,5,1,3,5,5,4,4,5,4,5,4,1,5,3,5,2,2,3,1,1,5,4,4,5,2,3,2,4,5,4,2,5,2,3,3,1,2,5,5,3,2,1,1,3,1,2,5,5,1,4,1,2,2,1,2,5,5,5,3,5,2,5,5,3,1,4,2,4,3,1,3,2,1,4,1,5,3,1,1,3,3,3,5,4,2,1,4,4,1,US,en,24,M,phd,mobile,panel,16.913675805500187
R0104,0,1,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,2,3,3,3,2,3,4,3,2,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,5,5,3,3,3,3,3,2,3,2,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,2,3,3,5,1,3,3,3,3,2,RU,ru,62,F,secondary,mobile,panel,16.58061991303215
R0105,1,1,3,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,5,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,2,5,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,IN,en,44,M,secondary,desktop,organic,15.365523902836683
R0106,0,0,2,2,3,4,5,1,3,1,3,5,3,3,5,4,4,3,1,3,3,2,5,5,3,2,2,4,3,1,3,1,4,1,2,5,3,3,4,5,2,1,3,2,5,4,3,3,3,2,2,3,2,1,2,4,3,4,2,3,1,4,2,5,1,4,1,3,4,5,3,3,3,3,3,5,1,5,1,5,5,5,3,1,5,5,3,2,1,2,2,5,3,3,4,IN,en,23,F,secondary,mobile,panel,20.764265283395908
R0107,1,0,2,1,3,4,2,3,2,1,2,5,4,2,1,1,2,1,5,5,5,1,2,5,1,4,3,4,3,2,3,4,2,3,4,4,3,5,2,4,3,3,1,2,1,5,4,4,3,2,4,3,3,3,2,2,3,3,4,2,3,4,4,2,4,2,2,2,2,5,2,3,3,4,3,3,3,2,2,1,2,3,1,2,2,4,4,1,5,3,4,4,1,5,2,US,en,54,M,phd,mobile,ads,27.74144689501133
R0108,0,0,4,2,4,5,3,1,5,2,2,1,3,5,2,1,3,3,1,1,2,3,2,4,5,1,2,3,2,5,3,3,5,5,3,1,3,2,2,1,5,5,3,1,5,3,4,1,5,1,5,1,5,1,4,1,2,4,3,5,3,1,4,4,3,4,1,5,3,2,4,3,2,5,2,2,5,2,1,3,4,4,5,5,1,4,2,5,3,1,1,1,1,3,2,DE,de,32,F,secondary,mobile,ads,17.96388500808882
R0109,1,1,4,4,4,2,4,4,3,3,4,2,2,5,4,2,4,4,2,1,1,4,3,1,4,3,3,4,4,2,3,4,3,2,4,3,3,4,3,2,4,4,3,3,2,2,3,3,3,2,3,2,2,1,3,2,2,5,1,4,1,1,2,1,4,2,3,1,4,5,4,4,5,3,3,1,2,4,4,4,5,2,4,4,4,3,2,3,2,3,1,3,3,2,4,DE,de,56,M,bachelor,mobile,ads,24.34401605524677
R0110,0,0,3,4,3,1,1,4,1,2,3,3,4,3,2,5,3,4,4,1,2,4,3,5,4,4,4,1,3,5,2,3,2,5,5,3,1,4,5,3,2,1,3,2,4,3,3,5,4,1,5,4,5,1,2,3,1,4,1,1,3,1,4,1,2,3,2,3,4,4,3,1,4,4,5,3,2,2,4,2,2,5,4,5,5,4,5,3,4,2,3,1,4,5,2,IN,en,35,M,bachelor,desktop,panel,16.649375573511442
R0111,0,1,3,3,3,3,3,2,2,3,3,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,1,3,3,3,3,3,2,3,3,1,1,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,DE,de,38,M,bachelor,mobile,panel,17.67349098985391
R0112,0,1,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,3,3,3,3,3,3,3,3,4,3,5,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,5,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,RU,ru,51,F,phd,desktop,ads,16.92057940450152
R0113,1,0,3,3,3,2,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,3,3,5,3,1,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,IN,en,30,F,secondary,mobile,organic,16.221725446048907
R0114,0,0,4,3,2,5,3,3,3,2,4,1,2,5,5,1,1,5,3,5,1,2,4,1,2,4,1,1,3,3,3,3,2,3,1,5,5,4,2,4,1,3,1,5,5,3,5,5,1,1,2,4,5,5,5,4,2,5,5,1,4,1,5,5,5,3,1,4,1,3,4,3,3,2,5,4,1,1,1,1,4,5,5,1,5,4,3,1,2,3,5,5,1,2,2,US,en,61,F,secondary,desktop,organic,18.049637135587286
