respondent_id,start_ts,end_ts,duration_ms,page_durations_json,focus_switches,interruptions
R0104,20250911_144618+0000,20250911_144618+0000,16580.61991303215,"[1349.982420752491, 1155.4520572634633, 2006.164187109659, 2002.2400627269924, 2224.2247742146014, 2148.006104174163, 1818.4839966751483, 1778.3355422723826, 1449.5520574483457, 648.1787103949064]",0,1
R0105,20250911_144618+0000,20250911_144618+0000,15365.523902836683,"[1396.5314753756666, 2027.250991132709, 1682.615159494087, 1556.4324910377352, 1437.2520069022585, 1471.2050009811087, 1733.9279803809623, 1447.696434435142, 1859.6446931001778, 752.9676699968354]",0,1
R0106,20250911_144618+0000,20250911_144618+0000,20764.265283395907,"[2571.2816699788664, 1932.6858370564823, 3165.4699815622944, 1911.7627002265597, 1415.0590060794425, 2425.289299694696, 1839.9754819518494, 2327.041991459053, 2054.778110775411, 1120.921204611252]",2,0
R0107,20250911_144618+0000,20250911_144618+0000,27741.446895011326,"[2701.8378162049025, 2818.222004975271, 2783.45517319791, 2327.297435373817, 3541.9767834964814, 2472.6213219565775, 2223.3587979978092, 3219.5993757888127, 3801.6565748682065, 1851.4216111515384]",2,0
R0108,20250911_144618+0000,20250911_144618+0000,17963.88500808882,"[1948.6799720032498, 2017.0590445707933, 2538.4179253744537, 1235.9491346442915, 1528.314883227226, 1727.715891885955, 1275.4798299832448, 2349.9473490817454, 2334.02432967648, 1008.2966476413792]",2,0
R0109,20250911_144618+0000,20250911_144618+0000,24344.016055246768,"[3337.042470764888, 2895.1133597067737, 2592.2403761122587, 2376.470564483924, 2186.889909729356, 2509.6309249426868, 2721.711920943415, 2138.322254098181, 2164.0059964394763, 1422.5882780258091]",0,0
R0110,20250911_144618+0000,20250911_144618+0000,16649.375573511443,"[1621.7962461984255, 2138.4158791981, 2527.9758164414534, 1626.6275164880853, 1843.4260053206926, 1573.8793464215255, 1463.9999608881017, 1491.5856654997867, 1729.0902553682968, 632.5788816869759]",2,0
R0111,20250911_144618+0000,20250911_144618+0000,17673.49098985391,"[1439.2705627906005, 1173.1039467409241, 2288.170525003448, 2187.1066746731804, 1896.7555145695753, 1788.2548475884516, 2079.622212303163, 1423.7402641327567, 2145.914901753935, 1251.5515402978785]",1,0
R0112,20250911_144618+0000,20250911_144618+0000,16920.57940450152,"[1476.6774457368272, 1495.0816213022906, 1793.6580394053865, 2037.156336963683, 1430.7226677367778, 1923.7655053353985, 1870.766657979854, 1752.2166245983044, 2149.0641537546494, 991.4703516883486]",1,1
R0113,20250911_144618+0000,20250911_144618+0000,16221.725446048906,"[2091.162845930927, 1737.9064525484696, 1374.0731998711365, 2406.9984631870616, 1437.029954429659, 2123.175895990376, 1705.2188519172514, 1288.4934261080984, 1611.74491947993, 445.9214365859964]",1,0
R0114,20250911_144618+0000,20250911_144618+0000,18049.637135587287,"[2163.040825243636, 1606.4418346464408, 1654.1269049973139, 2400.6146107250656, 1663.9068980850006, 2135.384930935657, 2062.872680782572, 1769.5301907892397, 1226.2572464591112, 1367.4610129232497]",0,2
R0115,20250911_144618+0000,20250911_144618+0000,16263.754826939074,"[1722.878895800286, 1738.7228392803647, 1371.3761359009234, 1953.1945992536446, 1441.0502603448451, 1387.9850111845435, 1719.973069080047, 2053.498572966303, 1785.7483885417032, 1089.3270545864134]",1,0
R0116,20250911_144618+0000,20250911_144618+0000,15651.451455917178,"[1686.1754801060456, 1737.7981658419533, 1760.3430596680714, 1478.0806531702021, 2263.965485908965, 2070.802835007021, 1433.708039251282, 1387.4752593393712, 1038.1166692995646, 794.9858083247032]",0,0
R0117,20250911_144618+0000,20250911_144618+0000,15605.09597807094,"[1263.1776590670274, 2493.408417074395, 1633.1349906508804, 1509.423536895272, 1926.6341882242368, 2101.0080958172675, 1598.279893147291, 1479.521054097953, 1146.9656107115109, 453.54253238510483]",0,1
R0118,20250911_144618+0000,20250911_144618+0000,16522.48688731784,"[2137.990881889273, 1984.927610040584, 1138.9875187283535, 1830.876424219582, 1707.4537594235358, 1788.642685609952, 1334.782089227587, 1799.546432265176, 1675.435724014649, 1123.8437618991447]",0,0
R0119,20250911_144618+0000,20250911_144618+0000,15146.85387824436,"[1456.8748003336289, 1736.8436462556515, 1871.637959201233, 2009.344244636837, 1287.703450355232, 1215.5614817304963, 1251.8418476783645, 1786.9083701204158, 1817.5269227587553, 712.6111551737446]",1,0
R0120,20250911_144618+0000,20250911_144618+0000,15619.00618491676,"[2403.3911408207096, 1231.2327782708596, 1185.4557741121796, 2473.6721404076934, 1564.9611388560038, 1361.6274235961214, 1816.908291821952, 1515.9784931517052, 1234.7713934302171, 831.0076104493177]",0,1
R0121,20250911_144618+0000,20250911_144618+0000,17345.45053867704,"[2381.9423264062157, 1550.967888376924, 1918.838974518285, 1545.5449015190295, 1823.7786076059947, 2328.3523320625895, 1419.847191974463, 1399.2288796606156, 2226.0492332578524, 750.9002032950717]",0,0
R0122,20250911_144618+0000,20250911_144618+0000,16883.316389001175,"[1354.3664591380784, 1428.2365155293828, 1634.7872721958543, 1969.8534990231972, 1144.689645802266, 2667.764697661434, 1981.4835937539224, 2229.8691588223164, 1254.308469055064, 1217.9570780196584]",0,0
R0123,20250911_144618+0000,20250911_144618+0000,17158.130162266843,"[2353.8346608237175, 1655.131663560582, 1562.4571006462534, 1760.1139738449556, 1147.2980830141048, 2087.347269759243, 1870.031242529316, 2620.6790857711817, 1259.3875494261858, 841.8495328913054]",1,1
R0124,20250911_144618+0000,20250911_144618+0000,18477.18349433136,"[1600.9686631715788, 2471.795437034481, 1947.896540888678, 1562.8514877980028, 1643.097646232856, 2484.6173252284625, 1695.6961551102138, 1983.5108253417482, 2188.9905528814384, 897.7588606438995]",1,0
R0125,20250911_144618+0000,20250911_144618+0000,18182.475841059157,"[1806.24963954239, 1647.6033493002901, 1989.5012755381035, 1711.1834569127818, 2020.7411881825237, 2238.8116162785795, 1021.4742328261586, 1940.184384745662, 2079.1296601640947, 1727.5970375685738]",1,0
R0126,20250911_144618+0000,20250911_144618+0000,16441.78673623179,"[2070.5156832677285, 1712.2215674490787, 1446.233909562792, 1776.0383076237074, 1965.8219354560827, 1540.4062239511536, 1646.8175203040919, 1856.862223783387, 1907.0708723237753, 519.7984925099918]",1,0
R0127,20250911_144618+0000,20250911_144618+0000,17168.06664758791,"[1697.290500788566, 1509.3067644347195, 2040.5987834574928, 1266.304342686825, 1635.990055004223, 2530.1285926116752, 1918.2571335791106, 1784.9061919025467, 2033.952204590866, 751.3320785318858]",0,0
R0128,20250911_144618+0000,20250911_144618+0000,16984.16982868608,"[2002.3142661441696, 1503.0195539205292, 2507.5113773289454, 1753.9666489498009, 1539.979636073636, 2316.324021262124, 1464.754933288249, 1604.5194139833154, 1354.1226359617287, 937.6573417735826]",0,0
R0129,20250911_144618+0000,20250911_144618+0000,17465.276706338154,"[1623.4435238300675, 1779.491278899666, 2525.984523523906, 1807.044934681224, 2189.8493801180316, 1856.7352233594083, 1442.5665233224202, 1776.9602921390579, 1502.1636447713518, 961.0373816930198]",1,0
R0130,20250911_144618+0000,20250911_144618+0000,16269.867303558522,"[1518.899213048847, 1810.9191250806095, 1925.505700194032, 1564.9000108115213, 1328.643492065531, 1729.4610305406147, 1972.3186244256983, 2057.8524658457904, 1594.6211855793833, 766.746455966493]",1,0
R0131,20250911_144618+0000,20250911_144618+0000,17759.816873574102,"[2507.5970585947075, 2104.63537950939, 1828.0916756638965, 1800.8748864854822, 1833.8025813323447, 1409.2664179358337, 1324.970675452489, 2025.7013760515697, 1821.933694212572, 1102.9431283358185]",1,0
R0132,20250911_144618+0000,20250911_144618+0000,15317.10553831696,"[1772.5968338549885, 1377.7783332081822, 1251.4532534560208, 1476.1104672472534, 1881.6330733392817, 2081.287228976667, 1739.6390819886235, 1855.8852982054943, 1328.8338170606637, 551.8881509797852]",0,1
R0133,20250911_144618+0000,20250911_144618+0000,17362.978072757585,"[1459.6308730210385, 1882.0066378087101, 1800.1626351410441, 1605.2433483213376, 2364.6877847806163, 1591.8110055792974, 1668.3532674731705, 1670.3091939205822, 1993.7975321980232, 1326.9757945137662]",2,0
R0134,20250911_144618+0000,20250911_144618+0000,21746.510063236226,"[3185.2890511338987, 1492.5018871249765, 2616.643168061952, 1727.0571384005984, 2084.362840364784, 1632.6335251316666, 2857.2939748384333, 2507.7369203702674, 1713.511595851677, 1929.4799619579742]",0,0
R0135,20250911_144618+0000,20250911_144618+0000,17536.765629875696,"[1784.3757978358187, 1618.6150313560013, 2085.3270981922137, 1075.9374140640014, 1709.0262069264568, 1372.5487439431001, 2791.9279286150463, 1384.9102600367473, 1726.433691839532, 1987.6634570667782]",0,0
R0136,20250911_144618+0000,20250911_144618+0000,16851.475818120565,"[1296.97951303974, 1474.5076300104201, 1575.222065569423, 1927.8323312632244, 1808.2833907965564, 1727.1565508851781, 2065.943564988111, 2387.2043565673653, 1589.8825765071833, 998.4638384933625]",0,0
R0137,20250911_144618+0000,20250911_144618+0000,16451.14173019046,"[1308.9117305329669, 1589.019206334613, 2107.015567285357, 1560.4859288965943, 1780.1153652459177, 1374.7148775666408, 1800.2248802147515, 2297.692525682618, 1916.9920321453014, 715.9696162856991]",2,0
R0138,20250911_144618+0000,20250911_144618+0000,15840.66380400085,"[2110.5662010060705, 2153.057014482613, 1866.8592959335685, 1683.1854829799822, 1360.8038500775722, 1615.541144751327, 1665.2183347623557, 1269.1284744930938, 1477.1268026988107, 639.1772028154553]",1,0
R0139,20250911_144618+0000,20250911_144618+0000,30158.324908214177,"[2782.269681111476, 3065.119307737155, 3436.5131014732356, 3241.5736366901824, 2175.0514964421022, 4018.479746109604, 2724.389686153591, 4709.854404922847, 2298.972710280901, 1706.1011372930834]",1,0
R0140,20250911_144618+0000,20250911_144618+0000,18674.991826903395,"[1781.58182746712, 2657.5919233574405, 1610.6544879151693, 1443.1290506759, 1883.8666380572645, 2568.7672702410605, 1418.840507750179, 1828.5240929721265, 2263.0198703497144, 1219.0161581174204]",1,0
R0141,20250911_144618+0000,20250911_144618+0000,14942.923565423813,"[901.2914164106787, 1794.069445141173, 1725.3242483819417, 1552.6554820712408, 1116.9715379332365, 1548.7813195261588, 1710.7802557372793, 1859.807983084729, 1803.4916339183742, 929.7502432189998]",1,0
R0142,20250911_144618+0000,20250911_144618+0000,15532.7242851147,"[1764.130370624675, 2085.344737286995, 1698.6629971027091, 1473.8498663275634, 1833.5833827509646, 1297.9852670915568, 1226.4260799305223, 1284.0337319836444, 1965.4152569555688, 903.2925950605006]",0,1
R0143,20250911_144618+0000,20250911_144618+0000,16367.766495955133,"[1634.0425465982182, 1411.0656153703337, 1550.6120057391943, 1209.455214325554, 2055.0160181822152, 1520.605333446074, 2180.720098302442, 1680.1534438682736, 1916.1512203895318, 1209.9449997332956]",0,1
R0144,20250911_144618+0000,20250911_144618+0000,16048.707709075408,"[1399.082409726977, 1689.419382280386, 1464.9601543563206, 3105.3584532915083, 1469.7771984361411, 1487.408822937592, 1244.8898420581909, 1410.7427351719837, 1378.582713313082, 1398.4859975032268]",0,0
R0145,20250911_144618+0000,20250911_144618+0000,16501.22580071195,"[2222.18059039494, 1320.2413193857772, 1916.356512458866, 1313.3215700774522, 1822.8519350694123, 1553.9997884830757, 2026.8561726078078, 1855.79954814963, 1236.3722442753226, 1233.2461198096662]",0,0
R0146,20250911_144618+0000,20250911_144618+0000,15727.477128729894,"[1386.034113127289, 1590.8173839174135, 1399.0136074908075, 2251.5515647398297, 1893.3986936422314, 1460.23884524986, 1972.4760133404238, 1737.3502854454725, 1539.9464972362132, 496.6501245403525]",2,0
R0147,20250911_144618+0000,20250911_144618+0000,18755.03577397553,"[2080.1096656988802, 2469.968055464427, 2066.3895251063277, 1996.1739997692384, 1678.9747649707026, 1918.3548864436725, 1320.2077178365923, 1718.1320611062743, 2150.832512026944, 1355.8925855524728]",0,0
R0148,20250911_144618+0000,20250911_144618+0000,16247.29834244351,"[1523.2152452842415, 1473.9599855294948, 1661.4123286450726, 1264.286236369501, 1576.2835910977901, 1502.2882784974868, 2666.3673869041972, 2208.5059712128377, 1815.7733519736794, 555.205966929209]",0,0
R0149,20250911_144618+0000,20250911_144618+0000,16569.456083175206,"[1422.770889050284, 1612.0961324239581, 1207.0009810698261, 2099.741397612119, 2122.515044016112, 1365.9921903161794, 1610.540789681365, 1825.002475410254, 1723.7088105015014, 1580.0873730936078]",4,0
R0150,20250911_144618+0000,20250911_144618+0000,18946.40340068755,"[2126.7089067489683, 1874.0842802846282, 1947.98109750454, 1914.7173215605455, 1493.3897496772825, 1938.0187289952835, 1905.0230812384746, 2802.7591839542333, 2415.5307223647505, 528.1903283588441]",1,0
R0151,20250911_144618+0000,20250911_144618+0000,17335.7962374825,"[1751.850425105746, 2259.768260053596, 2342.0346661251197, 1788.914802183879, 1315.622967412512, 1374.6481348737768, 1625.259703981829, 1473.6906906247289, 1851.313540126687, 1552.6930469946249]",1,0
R0152,20250911_144618+0000,20250911_144618+0000,17450.274489612722,"[1745.2212769048012, 1730.2917912675566, 1942.234799530961, 2309.14195497063, 2203.022074269125, 1962.220659703199, 2089.3891181875965, 1506.2286315012195, 1277.628799450849, 684.8953838267856]",2,0
R0153,20250911_144618+0000,20250911_144618+0000,17266.581826626363,"[1643.8008583810993, 1700.4144104678487, 1819.084942989643, 2058.158973225806, 1854.463822087923, 1721.2390522859544, 1601.9956435837107, 1637.3677291090787, 2125.2655847858446, 1104.7908097094546]",0,0
R0154,20250911_144618+0000,20250911_144618+0000,15485.548284261638,"[2090.4947671071304, 1241.4403371049189, 2347.9275813443905, 1510.9340017039738, 1215.296462373223, 2023.3749799009033, 1203.1532348564624, 1283.9516470530602, 1177.6574366718871, 1391.3178361456878]",0,1
R0155,20250911_144618+0000,20250911_144618+0000,16213.73068125545,"[1691.3433752236845, 1516.7298387719054, 1303.8558562564592, 1983.4317445236402, 1715.6189747285878, 1816.3125693215375, 2047.3645565305737, 1891.6519851490048, 1613.5351740880335, 633.8866066620247]",0,0
R0156,20250911_144618+0000,20250911_144618+0000,16777.334800146684,"[1689.7677368579323, 1427.3003110265342, 1969.1260466540848, 1635.8133530313314, 1986.483937103747, 1471.306369407535, 1941.1756854159014, 1637.6540823544626, 2095.9609093599693, 922.746368935186]",5,1
R0157,20250911_144618+0000,20250911_144618+0000,17050.909923738862,"[1140.9457848553557, 1861.963013644374, 2398.5679726891894, 1585.3206852772737, 1331.3163570869606, 2455.937622327207, 1887.9012417933914, 1593.627019799264, 2084.232198189829, 711.0980280760175]",1,0
R0158,20250911_144618+0000,20250911_144618+0000,16115.391383186477,"[1958.2454306645632, 1565.3504718422043, 1455.1071489520298, 1893.6928552071702, 1868.1628095382052, 1470.5108957045638, 1602.0377612912293, 1699.5315472633256, 1976.3280615701137, 626.424401153073]",1,0
R0159,20250911_144618+0000,20250911_144618+0000,16936.185061993663,"[2440.7073731890573, 1702.591930651302, 1557.1141015975948, 1915.4520282182132, 1161.2814936002135, 1185.5790953638977, 1482.725289427723, 2685.4061974074357, 1891.8454781324956, 913.4820744057317]",1,0
R0160,20250911_144618+0000,20250911_144618+0000,14903.386817154078,"[1320.835091830661, 1416.192106492734, 1416.3807354327041, 1612.7154792859797, 1713.1526801741607, 1594.967331141616, 1455.785800490297, 1892.8002276849052, 1561.5491751970583, 919.0081894239627]",0,0
R0161,20250911_144618+0000,20250911_144618+0000,17763.73495452757,"[1971.2937272873987, 1664.0310811180568, 1867.3364135226473, 2291.5812320749515, 1547.9000355870642, 2186.7208952965348, 1751.2553651345333, 1588.0628808994966, 2080.49323873946, 815.0600848674246]",2,1
R0162,20250911_144618+0000,20250911_144618+0000,19028.167500898562,"[1852.7792225076225, 2107.431367602325, 2234.329684160394, 2836.615568484357, 1739.6322106417342, 1714.9369416373088, 2026.367817669625, 1536.1165946159763, 1804.5578625476942, 1175.400231031525]",1,0
R0163,20250911_144618+0000,20250911_144618+0000,16442.812095919915,"[1588.949403066897, 1348.823749551786, 2558.8905382264084, 1309.0440737039967, 1550.161377968289, 1598.8873806190652, 1669.5965427797662, 1901.0373242761389, 2435.341124581802, 482.0805811457642]",2,0
R0164,20250911_144618+0000,20250911_144618+0000,16275.496894688633,"[1302.6666169274529, 1625.924474431749, 1666.9682340873985, 1561.4485988524755, 1688.2229772516635, 2055.9811725510563, 2074.2595471598397, 1569.4745194375068, 1923.2272452535508, 807.323508735941]",2,0
R0165,20250911_144618+0000,20250911_144618+0000,17488.37447634041,"[2123.638105028826, 1191.2951338038847, 1839.3919869391245, 1735.615670257736, 1503.0869086767054, 1631.863827089881, 2237.3876328299575, 1906.8903865918405, 1879.5989528060572, 1439.6058723163983]",3,0
R0166,20250911_144618+0000,20250911_144618+0000,16851.2229685523,"[1921.7389553055646, 1586.035869166055, 1636.9440380805593, 1017.8900791494902, 1250.3091288833111, 2092.2528261170605, 1929.8838676302496, 2114.016348106184, 2430.4478407719735, 871.7040153418533]",1,0
R0167,20250911_144618+0000,20250911_144618+0000,16719.91719408334,"[1628.2866953767991, 1796.339968492214, 1398.8842936999467, 1762.6043879167612, 1672.5689745920881, 1908.511564149902, 1989.261132906906, 1658.572085154636, 1848.6057612651803, 1056.282330528907]",1,0
R0168,20250911_144618+0000,20250911_144618+0000,17747.880823481733,"[1630.6188359811267, 1770.5085101740128, 2292.0505254586224, 1903.309585261552, 1307.3480900554086, 2341.7636268713763, 1432.7387879313935, 1871.687032300931, 1977.0131684123655, 1220.8426610349459]",2,1
R0169,20250911_144618+0000,20250911_144618+0000,15204.511205384213,"[1759.4179821105315, 1377.350741464333, 1590.2906371701768, 1577.0892715398581, 1632.7507620496913, 2026.4751911278765, 1845.9804373006552, 1471.740622618091, 1496.5060709945133, 426.90948900848576]",1,0
R0170,20250911_144618+0000,20250911_144618+0000,16674.130672793803,"[2141.915976121889, 1764.897085711859, 1306.635858504081, 2009.6827183124362, 1556.5712153674328, 1945.1074653494309, 1690.5388617597814, 1588.8137438327565, 2046.946906455637, 623.0208413784985]",3,0
R0171,20250911_144618+0000,20250911_144618+0000,17109.598265647655,"[1834.384833251447, 1485.4277362399146, 1806.5594864829297, 1688.9220553858795, 1747.079140639201, 1752.0309917173315, 2118.4958830170685, 2179.90829219637, 1919.6687381582174, 577.1211085592964]",0,0
R0172,20250911_144618+0000,20250911_144618+0000,17035.37190072352,"[2101.3278096217123, 2094.9919486131203, 1906.6070974652562, 1781.7548187603786, 1496.8853255193278, 1650.5683185414575, 1475.8275220765272, 2046.7503819118624, 1537.6197927394014, 943.0388854744762]",3,0
R0173,20250911_144618+0000,20250911_144618+0000,17039.630942108673,"[1978.6479869828897, 1712.518451589743, 1601.3517806921402, 2031.336373731963, 1873.4013530036157, 1526.1146075618024, 1564.5312182283137, 1532.6337606662464, 2177.2876776348385, 1041.8077320171221]",0,0
R0174,20250911_144618+0000,20250911_144618+0000,26456.752991078814,"[3160.681266716889, 3303.098854185548, 2189.6950889107516, 2784.2869855529825, 2815.3654556596794, 2609.11010865948, 3344.107891415253, 1793.229992656739, 3163.746196170699, 1293.4311511507942]",0,1
R0175,20250911_144618+0000,20250911_144618+0000,16925.80000316658,"[1553.154315464757, 1226.0899061308369, 1280.3397989171078, 1501.1225478849938, 1923.9941825758242, 2306.0752817194243, 2543.615335686628, 2538.077315715304, 1405.8157248373868, 647.515594234318]",0,0
R0176,20250911_144618+0000,20250911_144618+0000,16345.76093518245,"[1823.1504061820815, 1703.8010435836973, 1375.4417123724272, 1486.991737632288, 2013.0195571739011, 1938.1993058691107, 1241.5148072181437, 1812.3347360859736, 2080.790495469838, 870.5171335949884]",3,0
R0177,20250911_144618+0000,20250911_144618+0000,17001.8560512413,"[2183.0771027134015, 1243.6898032792265, 1836.3608211387414, 1816.4089307222948, 1955.0434675717572, 1556.4302967226217, 1781.114631041076, 1972.4671403691661, 1719.5555539579157, 937.7083037250978]",2,0
R0178,20250911_144618+0000,20250911_144618+0000,15829.582177099981,"[2336.0567655358705, 1813.7683481977388, 2176.0145675644026, 1525.4605361118222, 1698.9728007949425, 1374.9986310971794, 1236.5585387055676, 1410.125001676845, 1371.8541062023949, 885.772881213217]",0,0
R0179,20250911_144618+0000,20250911_144618+0000,14771.673864230794,"[1254.3219224268516, 1397.4599546467625, 2426.045220269996, 1563.4233494455411, 1822.5262078409864, 1170.9407017895553, 1228.2966765156216, 1626.862401393218, 1438.6675247776554, 843.1299051246048]",0,0
R0180,20250911_144618+0000,20250911_144618+0000,17247.966290612003,"[1821.6102800282451, 1422.4979284864783, 1806.2925474059584, 1654.3288409907366, 1845.0462527215705, 2409.120561037473, 1940.3481636037498, 1891.3654163777558, 1839.75673701503, 617.5995629450036]",4,0
R0181,20250911_144618+0000,20250911_144618+0000,15759.760455735455,"[1708.0840580088623, 1722.1427603458162, 1444.3484186164892, 2384.3465491298152, 1290.3071708946763, 1787.974848036973, 1716.3151097587067, 1411.2998496311197, 1758.923850059696, 536.0178412533015]",0,0
R0182,20250911_144618+0000,20250911_144618+0000,17340.138104564034,"[1900.7218576632529, 1661.1094547620928, 1790.4978329457715, 1831.2435027590025, 1852.1306082366264, 1546.7409849362634, 1937.1859209879449, 1550.8952277825508, 2199.2505876117953, 1070.3621268787329]",1,0
R0183,20250911_144618+0000,20250911_144618+0000,17625.491962134987,"[2067.163442165325, 2039.4701889187684, 1551.612758081823, 1742.9013021271592, 1582.4788786475758, 1576.6859377058088, 2264.5098758858285, 1719.493649014837, 2203.1999443670393, 877.9759852208232]",3,0
R0184,20250911_144618+0000,20250911_144618+0000,16444.279509853724,"[1467.4531534067592, 1773.5091850260221, 1285.1988203155413, 2261.2651226852904, 1832.9218072766676, 1845.733564130031, 1839.9773773539894, 1532.2652716554294, 1455.5668823457877, 1150.3883256582078]",0,0
R0185,20250911_144618+0000,20250911_144618+0000,15437.547385808151,"[1621.5551013581155, 1760.3925102350622, 1692.523003188555, 2150.4554325689546, 1426.4502733775323, 1166.4518735296456, 1543.6718078809965, 1468.4053761189448, 1639.709418010377, 967.9325895399669]",4,0
R0186,20250911_144618+0000,20250911_144618+0000,17061.85338260119,"[1305.5800647639303, 1496.32430958357, 2630.0890150093123, 1752.2424204313327, 2283.3325847040223, 1501.708524834801, 1916.7115790833382, 1593.847975949656, 1593.8287067762276, 988.1882014649995]",0,0
R0187,20250911_144618+0000,20250911_144618+0000,15120.935563052675,"[1378.9748253419546, 1721.946663136405, 1571.8400647018075, 1482.5363624815075, 1849.0330793878752, 1234.9611737137332, 1589.4302518741163, 1558.3620973541754, 1406.9785274466049, 1326.8725176144967]",1,0
R0188,20250911_144618+0000,20250911_144618+0000,14581.086240536108,"[1563.381023924242, 1266.553094000998, 1494.143818986458, 1631.6582164132105, 1506.2125705006354, 1485.4860026215517, 1120.0995326879975, 1858.8456378074661, 1829.9241906117793, 824.7821529817695]",1,0
R0189,20250911_144618+0000,20250911_144618+0000,16057.050417781209,"[1908.242324444064, 1645.7505126452866, 2467.2277017996043, 1536.6177123647085, 1162.1593081490998, 2391.1379929642344, 1499.6015236422727, 1236.0939772577706, 1339.0417786081189, 871.1775859060483]",1,1
R0190,20250911_144618+0000,20250911_144618+0000,25876.166461135323,"[3028.192781522398, 2196.5673688339093, 1907.4523750021265, 3314.9977839352714, 2178.9458737849723, 3019.8542543535455, 2484.5747099755595, 3044.605927684629, 3336.3969843996088, 1364.5784016433024]",0,0
R0191,20250911_144618+0000,20250911_144618+0000,25435.949981079542,"[4054.2852265937413, 2940.5184347763425, 2128.892972867848, 1900.672121837638, 3047.441749912331, 1975.3711213194672, 3684.5352938834876, 1924.9829387849434, 2195.67684791741, 1583.5732731863347]",0,0
R0192,20250911_144618+0000,20250911_144618+0000,15267.331236246622,"[1535.8569542609875, 1499.156395989589, 2252.4664204178644, 1473.8383611003246, 1249.2652358736773, 1274.5798546146934, 1743.5685892913777, 1357.124216706188, 2045.1302661463155, 836.3449418456042]",0,1
R0193,20250911_144618+0000,20250911_144618+0000,17077.22191214474,"[1432.9744142446934, 1717.8217342796222, 2072.479015182722, 2632.926887300157, 1332.0511019652413, 1349.5546992407722, 1499.3164401015836, 2017.3383625742438, 2183.313255438423, 839.446001817283]",0,0
R0194,20250911_144618+0000,20250911_144618+0000,16860.506399380065,"[1368.7044051932212, 1724.6902132158116, 1782.411544660807, 2241.6470548364987, 1844.7357529010606, 1539.3579563693822, 2027.4910959855652, 1609.6978352926076, 2041.8324099898728, 679.9381309352394]",3,0
R0195,20250911_144618+0000,20250911_144618+0000,16191.325726197392,"[1500.7993511883476, 2303.7763382551225, 1725.6849335686231, 1635.0342491337638, 2000.890366023689, 1406.2187157133428, 1620.719518516533, 1720.116566391228, 1126.912493554571, 1151.1731938521707]",0,0
R0196,20250911_144618+0000,20250911_144618+0000,17238.39149448368,"[1547.5884932333122, 2405.990541602465, 2080.772804730779, 1607.7997770125257, 1719.9457385256333, 1971.163944648892, 1395.648994124478, 1735.5917511991545, 1659.6816220350786, 1114.207827371362]",2,0
R0197,20250911_144618+0000,20250911_144618+0000,17155.923322857652,"[2183.0787417530296, 1252.9397437780237, 1858.286991048978, 2435.0294871594933, 1592.0698545860114, 1445.670899566005, 1856.7654552481158, 1921.1954569114703, 1860.2790915549665, 750.6076012515567]",0,0
R0198,20250911_144618+0000,20250911_144618+0000,15066.308172642353,"[1650.9964808640984, 1729.2492673036404, 2330.804274226905, 1111.0226938698768, 1343.7411109625007, 1898.9629589149017, 1273.3217305359744, 1624.2612446003714, 1368.7173402993326, 735.2310710647524]",2,0
R0199,20250911_144618+0000,20250911_144618+0000,16576.311482439713,"[1572.9031307797864, 1916.6994467005154, 1899.8985235356838, 1589.1884105144145, 2341.8431783881324, 1515.8273122616524, 1332.9076426147376, 1754.6855563324725, 1687.7257113386004, 964.6325699737163]",1,0
R0200,20250911_144618+0000,20250911_144618+0000,26199.98704230415,"[2864.2381995073806, 3310.4543865305845, 2642.331896520401, 2730.569757808389, 3008.7063081401266, 2284.5752291119775, 2177.782988457298, 2186.8953769674495, 3525.2156528359637, 1469.2172464245803]",0,0
R0201,20250911_144618+0000,20250911_144618+0000,17739.16866644262,"[2045.8019272481006, 2070.8337108652545, 1828.4209292202784, 1918.0931824273016, 1685.509332205294, 1882.3705118117048, 2303.330036698066, 1548.2574083203165, 1531.1915506410937, 925.3600770052091]",0,2
R0202,20250911_144618+0000,20250911_144618+0000,17013.041010350415,"[1463.4872396067044, 1859.5890850009814, 1501.9837920688244, 1511.0736569698915, 2490.92297164182, 1585.715654589046, 1281.612355828995, 2403.036706334563, 1863.7931612745067, 1051.8263870350809]",0,0
R0203,20250911_144618+0000,20250911_144618+0000,16353.140757906122,"[1623.8197152979303, 1946.8123543616814, 1601.5181758443775, 1429.3738189287167, 2171.0183914866857, 2149.456900074901, 1519.8189586628826, 1651.1287262698895, 1737.5235400682006, 522.6701769108563]",2,0
R0204,20250911_144618+0000,20250911_144618+0000,15550.99743087472,"[1532.394124972554, 1811.0311775125247, 1553.498175273248, 2007.8830837617154, 1638.472192423597, 1553.4820963479467, 1683.6227310750219, 1603.7173826075214, 1553.96013554453, 612.936331356062]",1,0
R0205,20250911_144618+0000,20250911_144618+0000,16578.129753419988,"[1510.35867419188, 1762.228808221349, 1439.9936460076588, 2571.758010072168, 1725.9593034549036, 1255.565853441507, 2088.6454069430715, 1458.5285981838126, 1771.277046595824, 993.8144063078136]",0,0
R0206,20250911_144618+0000,20250911_144618+0000,26217.834156481695,"[3089.7423708944166, 2265.9520163929055, 2145.44306983249, 2086.589392483428, 2390.4353144353618, 2257.554362579295, 3054.1962927817403, 3220.809994127218, 3118.7864246835393, 2588.324918271299]",0,2
