respondent_id,ATTN_1,ATTN_2,BIAS_01,BIAS_02,BIAS_03,BIAS_04,BIAS_05,BIAS_06,BIAS_07,BIAS_08,BIAS_09,BIAS_10,BIAS_11,BIAS_12,DOI_01,DOI_02,DOI_03,DOI_04,DOI_05,DOI_06,DOI_07,DOI_08,DOI_09,DOI_10,DOI_11,DOI_12,HSQ_aff_01,HSQ_aff_02,HSQ_aff_03,HSQ_aff_04,HSQ_aff_05,HSQ_aff_06,HSQ_aff_07,HSQ_aff_08,HSQ_aggr_01,HSQ_aggr_02,HSQ_aggr_03,HSQ_aggr_04,HSQ_aggr_05,HSQ_aggr_06,HSQ_aggr_07,HSQ_aggr_08,HSQ_self_01,HSQ_self_02,HSQ_self_03,HSQ_self_04,HSQ_self_05,HSQ_self_06,HSQ_self_07,HSQ_self_08,HSQ_soci_01,HSQ_soci_02,HSQ_soci_03,HSQ_soci_04,HSQ_soci_05,HSQ_soci_06,HSQ_soci_07,HSQ_soci_08,NPI_01,NPI_02,NPI_03,NPI_04,NPI_05,NPI_06,NPI_07,NPI_08,NPI_09,NPI_10,SD3_mac_01,SD3_mac_02,SD3_mac_03,SD3_mac_04,SD3_mac_05,SD3_mac_06,SD3_mac_07,SD3_mac_08,SD3_mac_09,SD3_narc_01,SD3_narc_02,SD3_narc_03,SD3_narc_04,SD3_narc_05,SD3_narc_06,SD3_narc_07,SD3_narc_08,SD3_narc_09,SD3_psy_01,SD3_psy_02,SD3_psy_03,SD3_psy_04,SD3_psy_05,SD3_psy_06,SD3_psy_07,SD3_psy_08,SD3_psy_09,country,language,age,gender,education,device,source,duration_sec
R0056,0,1,3,3,5,1,1,5,5,1,2,1,3,3,3,5,3,2,3,4,1,2,4,2,3,3,2,4,2,3,3,2,1,3,4,5,3,5,3,3,5,4,3,3,5,3,2,3,3,1,1,3,2,2,3,3,4,4,5,5,4,1,5,1,4,1,5,1,2,2,2,3,2,5,2,3,3,3,1,3,3,3,3,3,2,4,2,3,5,3,3,2,3,3,3,US,en,37,M,master,desktop,ads,17.085608914510168
R0057,1,1,2,1,5,4,1,5,1,5,1,2,1,1,3,4,2,3,1,4,3,4,4,3,3,3,4,4,4,3,2,3,3,1,5,2,3,5,2,5,4,4,5,2,5,4,3,4,3,1,1,3,1,1,1,5,2,2,2,2,1,3,3,2,2,2,3,4,5,5,1,5,3,5,5,5,5,5,3,3,3,3,3,5,4,3,1,2,2,2,2,3,3,3,2,US,en,28,M,phd,desktop,panel,28.092963240359566
R0058,0,0,4,5,3,1,5,3,5,5,3,3,3,1,3,3,5,2,5,3,3,5,3,2,3,3,5,2,4,3,3,5,1,2,4,3,1,3,1,2,2,3,5,2,4,1,3,2,2,3,1,1,5,3,1,1,4,1,5,3,2,3,2,1,2,1,3,5,2,2,4,4,1,1,2,3,1,2,3,3,3,3,4,1,1,5,5,2,5,2,3,3,2,2,4,US,en,21,F,phd,desktop,panel,17.112206600180084
R0059,1,0,5,2,2,2,2,4,3,3,3,4,2,3,4,3,3,2,5,4,3,1,3,4,1,3,2,1,2,1,3,2,3,3,4,3,3,3,3,4,4,2,2,3,2,2,4,3,1,3,3,4,2,2,1,3,2,3,3,4,4,4,4,4,3,5,4,3,1,1,4,2,2,2,1,2,2,5,5,3,4,2,4,2,3,3,2,3,2,3,3,2,4,3,3,IN,en,18,M,phd,mobile,organic,16.36592482334595
R0060,0,1,2,1,4,3,2,3,2,3,2,3,1,2,4,2,2,2,1,3,3,2,4,4,3,1,5,5,5,5,5,5,5,1,4,4,2,3,2,5,5,2,5,1,4,4,3,4,3,3,4,3,3,3,3,5,2,4,3,3,3,2,4,4,2,4,3,4,4,4,3,5,3,5,5,4,3,3,5,5,4,1,5,4,4,3,2,2,2,3,5,3,2,1,1,RU,ru,29,F,bachelor,desktop,ads,17.542217291693554
R0061,1,1,3,4,1,2,4,1,4,1,5,5,3,5,2,3,3,5,2,3,2,3,4,2,2,3,2,5,3,2,2,3,2,5,2,3,4,1,1,3,4,1,2,4,1,2,2,1,1,5,2,2,3,1,2,2,2,1,2,2,2,3,4,3,1,2,2,3,1,1,2,2,1,2,3,1,2,1,2,3,5,5,1,1,2,2,4,2,4,2,4,4,5,3,3,DE,de,33,F,master,mobile,organic,16.13623223531977
R0062,1,0,4,5,1,2,5,1,5,2,5,5,4,5,2,5,5,4,5,4,1,3,2,1,2,5,2,1,2,1,3,2,1,3,2,2,2,1,2,3,2,4,1,5,1,1,3,1,1,5,2,1,1,2,1,5,1,1,5,1,3,4,5,2,4,5,3,3,5,3,3,5,5,4,5,5,5,3,1,1,5,5,1,1,1,1,5,5,5,5,1,5,4,5,4,US,en,21,F,master,desktop,organic,14.948888939208073
R0063,1,1,3,4,2,1,4,1,4,1,4,2,5,4,3,2,3,4,3,3,5,2,4,3,5,3,3,2,3,3,3,4,2,5,3,3,3,1,3,3,5,1,1,3,2,2,2,3,2,5,3,5,4,3,4,4,2,3,3,3,4,4,3,1,2,2,3,2,2,2,4,1,3,3,4,2,1,2,4,2,4,3,4,4,5,4,3,5,4,4,2,2,4,5,4,IN,en,25,M,bachelor,desktop,ads,16.330819766678033
R0064,1,1,2,3,4,3,4,4,2,4,2,2,4,3,5,2,1,1,3,3,3,4,3,2,2,2,2,4,5,5,5,5,5,3,1,2,4,2,2,4,5,4,2,5,2,4,1,3,1,2,3,2,2,3,1,4,2,1,5,4,3,1,5,3,5,5,5,5,2,3,3,2,3,1,3,3,2,5,3,3,3,3,2,5,3,1,4,3,3,4,2,5,5,4,3,DE,de,48,F,secondary,desktop,organic,18.47806313141342
R0065,1,0,2,5,2,4,5,1,5,3,3,3,4,3,2,5,4,3,4,1,1,5,2,1,5,5,2,2,2,2,1,1,2,5,3,1,3,2,3,2,2,5,3,3,3,4,5,5,2,3,3,5,5,5,5,2,5,4,3,4,2,2,4,3,2,3,5,2,1,1,4,2,1,1,1,2,1,3,3,3,3,1,3,4,4,3,2,1,3,1,5,3,1,1,2,US,en,35,M,bachelor,mobile,organic,16.26418946249228
R0066,0,1,5,3,2,1,3,3,4,1,5,5,3,4,3,2,3,3,4,4,5,3,4,5,2,2,2,2,4,3,3,3,1,4,2,2,2,4,3,3,2,2,2,1,5,2,3,2,5,3,2,2,2,2,3,4,3,3,1,2,1,2,3,2,3,3,3,1,3,4,3,3,5,5,5,3,5,5,5,4,3,1,5,5,5,5,3,2,2,1,4,4,2,2,2,DE,de,29,M,bachelor,desktop,organic,14.352523188237113
R0067,1,0,2,4,4,2,1,3,1,5,4,2,4,3,4,2,2,1,4,5,4,3,4,4,2,3,3,5,4,5,5,5,5,1,2,5,4,2,4,2,3,2,4,2,5,2,5,2,4,4,4,3,4,4,3,1,5,4,4,1,1,3,3,3,4,3,5,5,4,3,3,4,2,3,3,3,2,2,2,3,3,4,2,2,1,3,5,4,5,4,2,4,3,3,4,IN,en,47,M,phd,mobile,organic,26.94663176305288
R0068,1,1,2,2,5,4,2,4,2,4,1,2,1,3,4,1,2,1,1,4,5,1,4,4,1,1,2,2,1,1,1,1,1,5,5,3,4,1,3,4,3,1,3,3,3,4,2,4,3,2,3,5,5,5,5,2,4,4,2,2,2,4,1,3,2,3,2,3,4,3,3,3,2,4,4,3,5,1,2,2,3,4,1,1,1,3,4,4,4,5,4,3,2,3,4,IN,en,19,M,master,mobile,panel,17.719595399665764
R0069,1,1,5,4,2,3,4,2,4,5,3,3,4,3,3,3,2,2,2,4,5,2,4,5,3,2,2,2,3,4,2,4,1,2,3,3,2,2,2,4,4,2,4,3,4,2,2,3,4,2,3,3,2,2,3,5,1,3,1,1,1,4,2,4,1,2,2,3,3,3,3,2,4,2,3,4,4,1,1,1,5,5,1,2,2,1,3,5,2,4,1,4,5,5,4,IN,en,42,F,bachelor,desktop,organic,16.221353184235106
R0070,0,1,1,4,3,3,4,1,3,4,5,5,5,2,3,4,4,4,3,3,5,3,3,3,3,4,2,4,4,3,2,3,3,2,4,1,3,2,2,4,3,5,1,4,2,4,2,3,3,3,2,3,3,1,2,2,3,4,5,3,1,5,4,3,3,4,3,3,3,3,3,1,3,3,3,3,5,3,3,1,3,5,5,3,3,1,3,3,4,3,3,5,3,2,2,RU,ru,55,M,master,desktop,ads,16.03301398120898
R0071,1,1,2,1,4,4,1,5,2,5,1,1,2,1,4,2,1,2,2,4,3,2,2,4,1,3,3,1,2,2,3,3,2,5,1,2,5,5,5,1,1,5,2,2,2,3,2,3,3,3,4,5,4,3,3,3,3,3,3,3,3,4,2,4,1,4,3,3,4,2,3,3,3,1,1,1,2,2,3,3,4,4,2,4,5,1,1,1,1,1,5,1,1,1,1,US,en,59,F,secondary,desktop,organic,17.868438078248424
R0072,1,1,1,2,5,3,2,5,2,4,1,1,3,3,4,1,1,1,1,5,5,1,3,5,1,1,4,4,2,1,3,2,2,2,3,2,3,5,3,4,1,2,4,4,3,3,3,3,2,1,4,5,5,5,3,1,3,3,4,3,4,3,4,2,4,4,3,3,5,4,2,3,2,2,3,3,2,3,4,2,3,3,3,2,2,2,1,2,1,1,5,1,1,1,2,DE,de,21,F,bachelor,desktop,panel,17.92665438337703
R0073,0,0,1,3,5,4,2,1,5,1,2,4,4,3,5,3,3,3,3,4,2,1,3,3,1,3,5,4,1,4,3,2,2,1,4,3,2,3,4,1,3,4,4,5,4,3,5,3,3,5,2,4,4,4,4,4,2,2,3,2,5,2,2,1,3,4,1,5,3,3,5,1,3,4,1,3,3,2,5,4,4,2,3,4,4,3,2,5,4,1,3,1,2,3,3,RU,ru,64,M,master,mobile,organic,16.860447960662157
R0074,0,0,5,2,1,3,5,2,3,5,4,5,5,3,1,2,1,3,4,5,5,5,4,5,2,4,4,4,1,1,3,2,2,2,4,5,5,2,4,5,3,4,3,1,3,4,3,5,1,2,4,3,2,2,1,4,5,4,2,2,3,4,4,3,5,1,3,3,1,1,5,1,1,5,3,2,4,4,2,2,3,4,1,3,3,4,3,4,5,5,3,2,3,4,4,RU,ru,38,M,master,desktop,ads,15.850063067895384
R0075,0,1,2,1,5,4,3,5,1,5,1,2,1,1,2,4,4,4,3,3,1,4,4,2,4,4,2,4,3,3,3,2,1,4,1,1,5,5,4,2,2,2,5,1,5,5,5,5,5,1,5,5,4,4,3,1,5,5,2,2,1,5,1,3,3,1,3,3,5,5,1,3,5,4,5,4,4,2,2,2,3,3,3,4,2,4,4,3,4,2,3,2,2,2,4,US,en,21,M,master,desktop,panel,15.711163564972152
R0076,1,1,1,1,5,4,1,5,1,5,1,1,1,1,2,3,4,4,3,1,1,3,2,2,5,5,4,4,3,3,3,4,2,4,1,1,5,5,5,2,1,5,3,4,2,1,3,2,2,4,2,2,3,5,3,3,3,4,3,2,2,5,2,2,2,2,1,1,5,5,1,4,5,5,5,5,5,3,3,5,3,3,1,3,2,2,5,3,5,2,2,3,5,3,2,DE,de,50,F,secondary,desktop,panel,16.69139046217535
R0077,1,0,3,1,3,5,1,4,2,4,1,1,3,1,3,4,5,3,3,2,3,3,3,3,3,3,2,2,2,3,2,3,1,5,4,5,3,1,3,4,3,3,5,2,5,3,3,5,3,2,3,4,5,3,4,3,2,5,2,3,3,4,2,2,2,1,2,1,2,2,5,2,2,2,1,3,1,3,2,1,4,5,2,2,2,1,4,4,3,2,1,4,5,5,3,US,en,36,F,bachelor,mobile,panel,15.142092509140188
R0078,1,0,3,1,3,3,1,3,3,4,1,1,3,1,4,3,2,2,3,4,4,3,3,4,2,4,3,3,2,4,2,3,3,1,2,2,4,3,4,2,2,4,1,5,1,4,1,3,3,5,5,4,4,4,5,1,3,3,3,3,4,3,3,4,3,3,3,1,3,2,4,3,2,1,3,2,2,4,4,4,2,3,4,4,5,3,2,5,5,2,3,5,3,3,4,DE,de,24,M,bachelor,mobile,ads,19.56732731900137
R0079,1,1,4,5,1,1,5,1,3,1,2,4,4,5,4,3,3,3,4,5,4,3,4,5,1,4,3,3,2,4,3,3,4,1,4,3,3,2,3,3,3,4,2,1,3,4,4,4,4,2,2,3,4,4,4,2,3,4,3,3,4,4,5,3,4,3,4,5,5,5,1,5,5,5,5,5,5,1,1,2,5,5,1,1,2,2,4,3,2,4,2,3,4,5,5,IN,en,34,M,bachelor,desktop,ads,15.85335694227319
R0080,1,1,2,4,4,3,4,4,3,3,5,5,5,3,2,2,3,1,2,4,5,1,4,3,1,2,3,3,5,5,3,5,4,3,1,2,4,3,5,3,1,3,3,4,3,2,3,3,3,3,4,4,3,2,4,1,3,4,1,2,2,3,2,2,2,4,2,5,4,5,3,4,4,4,4,3,3,2,2,2,4,5,1,1,1,1,5,5,4,3,1,2,5,4,5,US,en,28,M,secondary,desktop,ads,16.624918057237153
R0081,1,1,1,1,5,5,2,5,1,4,2,1,2,3,1,5,3,4,3,3,1,5,2,1,4,3,4,4,4,3,5,4,4,2,1,1,5,5,3,2,1,3,2,2,3,2,3,2,3,4,2,3,2,5,3,2,3,4,2,1,4,4,1,3,3,2,3,1,5,5,2,5,4,4,5,4,5,3,2,4,4,4,2,3,4,2,3,4,4,4,2,3,4,3,2,DE,de,64,M,phd,mobile,organic,18.105568256334905
R0082,1,1,3,2,5,4,3,5,4,5,1,2,1,1,1,5,5,4,4,2,3,2,1,2,3,3,4,3,3,4,4,3,5,2,2,4,5,3,2,1,3,3,1,3,3,3,2,4,3,3,3,2,3,2,3,2,4,2,4,5,3,1,1,3,3,3,3,2,3,4,3,3,5,3,4,4,2,1,1,2,1,5,2,5,3,1,1,2,5,3,2,3,5,3,2,US,en,19,F,secondary,mobile,panel,18.364627023315347
R0083,1,0,2,5,1,4,3,4,5,2,1,4,5,3,1,3,3,5,4,4,2,3,5,3,3,5,4,5,1,5,5,3,2,1,2,5,3,1,5,3,5,5,3,5,3,5,3,3,4,5,3,5,2,2,2,1,4,5,1,5,1,5,5,3,5,4,1,5,4,4,2,2,5,4,3,3,2,3,1,4,2,4,1,3,4,2,4,3,2,2,5,4,1,1,4,DE,de,57,M,bachelor,mobile,ads,18.51186893764312
R0084,1,0,2,4,1,1,4,2,4,2,4,4,5,3,3,1,2,2,2,3,5,3,5,3,2,1,2,4,3,3,2,2,4,2,2,1,5,5,4,1,1,2,4,3,3,3,3,3,3,4,3,4,4,3,5,1,3,2,1,1,1,4,1,3,1,1,2,1,3,4,3,3,3,3,1,3,3,2,2,2,4,4,1,1,2,1,4,5,5,5,3,4,4,4,3,US,en,57,F,phd,desktop,panel,18.06186721681534
R0085,0,1,3,3,3,1,4,1,4,2,3,3,4,5,3,1,1,1,2,4,5,1,5,4,1,1,3,2,3,3,2,2,3,4,3,1,4,3,2,3,3,5,1,4,1,1,1,1,2,4,2,2,2,1,3,4,2,1,2,3,3,1,4,2,3,2,3,3,3,2,4,2,2,2,2,3,3,1,1,2,3,4,1,2,1,1,5,3,3,5,1,4,4,2,4,IN,en,27,M,secondary,desktop,ads,14.98098765973819
R0086,0,0,5,3,2,3,4,3,4,3,1,2,2,2,3,2,3,5,2,3,1,2,4,4,3,3,2,1,1,1,1,2,2,3,5,4,1,1,1,3,5,4,1,3,3,3,3,3,4,4,3,3,2,3,5,4,4,1,5,3,4,2,3,3,5,5,1,3,1,4,3,2,4,5,3,3,5,1,3,2,3,5,3,2,2,4,4,3,1,3,5,3,4,3,2,IN,en,51,M,secondary,mobile,ads,17.559865974647163
R0087,0,1,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,3,3,3,3,5,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,4,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,3,3,3,RU,ru,50,M,bachelor,desktop,panel,15.703435960925415
R0088,1,0,5,5,1,1,4,1,5,1,5,5,5,5,5,1,3,1,1,3,5,1,5,5,1,1,1,2,4,2,3,2,2,4,5,3,1,1,3,5,4,1,2,5,1,1,1,1,1,5,1,2,1,2,3,5,2,3,4,5,3,1,2,4,3,4,4,3,2,3,2,4,5,2,2,4,2,1,3,1,5,5,1,1,1,3,4,5,4,4,4,3,3,5,3,IN,en,58,F,secondary,mobile,panel,17.893105609403154
R0089,1,1,1,3,4,2,3,5,1,4,3,4,2,2,4,1,1,2,2,5,4,1,3,5,1,1,3,3,2,2,3,2,3,4,2,1,4,3,3,3,3,4,5,1,5,5,5,5,5,1,5,5,5,5,5,2,5,2,3,1,3,3,1,2,2,4,4,3,2,3,4,4,3,2,3,2,2,1,2,2,3,4,2,2,4,1,2,4,1,2,5,2,1,1,2,RU,ru,37,M,bachelor,mobile,organic,17.85606600169236
R0090,1,0,2,1,4,5,2,5,1,5,1,1,3,1,5,2,2,4,2,5,2,1,4,4,2,1,4,4,3,3,2,2,3,4,1,1,3,3,3,1,2,2,5,3,3,4,2,2,4,2,5,3,2,3,5,3,4,4,4,3,4,3,4,3,3,4,3,5,5,3,4,3,2,3,5,4,5,3,5,4,1,1,4,5,3,5,3,4,3,4,3,3,5,3,3,RU,ru,49,M,phd,desktop,organic,16.537710143258415
R0091,1,1,4,5,1,1,5,1,3,1,4,4,5,5,3,1,1,1,1,5,4,1,4,4,1,1,2,1,2,1,1,1,2,5,3,2,5,4,3,3,2,5,1,5,2,2,3,1,1,5,2,2,2,4,1,3,1,4,2,2,3,3,3,2,2,3,1,2,3,4,3,4,4,2,5,3,3,2,2,3,3,4,3,3,3,4,5,5,5,4,1,5,5,5,4,DE,de,20,M,master,desktop,ads,16.428769803454273
R0092,1,1,1,1,5,4,1,5,1,5,2,1,1,1,4,1,2,1,2,5,4,1,4,3,2,2,4,5,5,5,5,4,5,1,1,2,4,5,4,3,1,5,2,4,3,2,3,2,2,4,4,5,5,5,4,1,3,5,5,5,5,1,5,3,4,4,4,5,2,3,3,4,3,1,2,2,4,1,3,1,5,3,2,2,2,4,1,1,1,1,3,2,2,1,3,RU,ru,39,M,bachelor,desktop,organic,18.915609576305147
R0093,0,1,2,1,5,3,2,1,2,4,1,2,4,2,4,1,3,1,1,3,5,3,4,4,2,2,2,2,4,2,5,4,4,2,2,4,2,4,4,2,3,4,3,5,3,3,3,4,5,4,2,3,3,3,3,2,5,3,2,4,3,2,3,5,3,4,5,3,3,3,3,3,5,5,3,4,5,1,1,1,5,5,2,1,2,2,3,2,3,3,3,2,4,2,2,DE,de,51,F,phd,desktop,organic,17.077958649224
R0094,1,0,3,3,2,4,3,3,4,3,5,3,5,3,4,1,4,4,3,4,1,1,3,5,2,3,3,4,4,3,4,4,5,1,2,3,3,3,2,3,4,3,2,4,2,1,2,1,2,3,3,5,4,4,4,2,5,4,2,2,3,4,3,4,2,2,4,2,2,2,5,3,3,3,2,4,5,3,2,3,4,5,3,2,3,3,4,3,3,3,3,3,2,4,3,RU,ru,40,M,phd,mobile,ads,17.791455641705358
R0095,1,0,1,1,5,2,1,5,4,3,4,3,5,1,3,4,1,1,5,3,3,3,5,3,2,2,4,2,3,1,2,1,5,3,3,2,1,1,5,3,2,3,4,4,2,4,3,3,3,1,2,2,5,1,5,2,2,5,4,1,2,3,5,5,2,2,4,2,5,4,4,2,1,2,2,4,2,4,4,2,4,4,5,4,4,2,2,4,3,2,3,2,4,2,1,RU,ru,48,F,phd,desktop,ads,15.301882804326468
R0096,1,1,4,5,3,1,3,3,5,2,2,2,5,4,2,4,4,3,4,4,4,4,1,1,1,4,1,2,1,2,2,1,1,4,2,2,2,4,1,5,3,3,1,4,3,1,3,3,3,4,4,3,5,4,3,1,5,4,1,1,1,3,1,1,2,1,1,1,2,1,5,2,1,1,3,1,2,2,3,3,1,3,2,3,2,1,4,3,3,3,3,4,3,4,4,IN,en,59,M,bachelor,mobile,organic,20.411237649790213
R0097,0,1,2,1,5,4,2,5,3,4,4,1,2,2,4,2,4,2,2,3,3,2,3,4,2,1,2,3,2,2,2,4,5,3,2,1,5,4,4,1,2,3,2,2,4,2,2,2,3,1,3,2,2,3,4,4,4,3,4,3,3,4,3,3,3,4,4,1,3,5,4,4,2,5,2,3,3,1,2,2,2,4,4,4,2,3,5,4,2,4,2,5,4,3,4,IN,en,30,M,bachelor,mobile,organic,17.020634150445634
R0098,0,0,5,4,2,1,5,3,5,1,3,4,5,5,3,3,3,2,2,4,2,2,4,4,2,2,1,1,2,2,2,1,3,4,3,3,3,3,5,2,3,2,3,3,2,2,2,3,2,3,4,2,2,5,3,4,5,4,2,1,3,4,1,3,3,2,2,3,3,2,4,4,1,3,3,3,2,4,3,5,4,3,2,2,3,2,3,4,3,2,2,4,5,5,5,RU,ru,62,F,phd,desktop,panel,16.4256934104035
R0099,0,0,5,4,3,5,4,2,3,3,1,5,1,1,4,4,4,3,5,1,2,2,5,5,1,2,3,4,1,5,1,4,3,3,5,3,1,4,4,3,1,5,3,3,3,1,2,4,1,2,3,3,2,5,2,3,4,3,5,3,1,3,3,2,1,3,3,2,5,1,4,5,3,4,2,5,1,4,3,5,3,1,4,3,3,4,1,4,3,5,2,3,1,5,2,US,en,62,F,phd,desktop,ads,18.3116128087833
R0100,1,1,1,2,4,3,4,4,1,3,2,4,4,3,3,3,2,4,3,3,4,4,3,4,3,4,1,2,2,1,1,2,3,5,2,3,5,2,2,3,2,3,1,4,1,1,1,1,3,4,3,5,4,3,4,3,5,4,3,2,2,5,2,2,4,2,2,4,3,3,2,1,3,1,2,2,4,2,5,3,3,2,4,2,5,3,2,2,1,2,3,4,2,5,2,RU,ru,60,M,bachelor,mobile,panel,14.91718538800481
R0101,0,1,2,5,3,3,4,4,3,4,2,2,4,4,2,5,5,5,5,1,2,3,1,1,4,5,4,3,4,2,4,4,3,2,2,2,3,4,2,4,2,4,3,4,2,4,2,2,2,2,1,1,1,2,1,5,1,2,2,2,1,4,1,1,3,1,1,2,1,1,5,3,1,1,1,1,1,4,3,4,3,5,3,3,2,3,2,1,1,1,5,1,1,3,2,RU,ru,41,M,bachelor,mobile,ads,17.024469456851616
R0102,0,0,2,5,5,2,4,1,1,1,3,3,2,3,5,1,4,2,3,2,1,5,4,1,2,2,2,2,3,5,2,4,2,1,2,3,5,4,4,1,5,2,5,1,1,5,4,5,3,4,2,4,4,3,3,3,2,2,2,1,2,4,4,3,1,4,3,2,4,5,3,1,5,1,1,5,4,3,5,3,3,5,2,5,3,4,4,1,1,3,4,4,2,2,3,IN,en,39,M,bachelor,desktop,organic,16.5199533682717
R0103,1,1,1,3,4,3,1,5,3,5,3,1,2,3,1,5,4,4,4,3,2,5,1,2,5,4,4,5,4,4,3,5,3,1,4,2,4,3,4,3,1,3,4,3,3,3,3,3,2,2,2,3,1,1,1,4,1,2,4,5,3,3,3,4,2,4,3,2,2,2,3,3,2,2,3,4,3,4,4,4,1,1,5,5,1,4,4,2,2,3,3,3,2,2,1,RU,ru,49,F,bachelor,desktop,ads,18.321650680709237
R0104,0,0,4,1,1,2,5,3,5,1,2,3,2,1,5,3,4,3,2,3,3,1,3,3,3,3,2,5,2,3,3,1,2,5,5,2,2,2,3,4,3,3,1,2,3,2,1,3,5,4,3,2,2,4,1,3,5,1,1,4,1,3,3,3,3,4,2,3,3,3,5,3,1,5,5,5,2,4,4,3,1,3,3,4,4,4,1,3,4,3,3,3,3,2,2,US,en,22,M,bachelor,mobile,panel,17.05643990911382
R0105,1,1,1,1,5,4,3,2,2,3,2,3,3,1,4,5,3,4,4,2,4,3,2,3,3,3,4,3,4,4,3,2,3,3,2,2,4,4,1,4,3,2,2,4,2,1,2,3,2,3,3,3,1,1,3,5,2,1,2,4,2,5,2,2,3,3,2,3,4,3,2,5,4,2,5,2,3,3,3,4,2,4,3,4,2,3,5,5,5,5,1,4,5,5,4,IN,en,51,M,bachelor,mobile,panel,16.78839643137672
R0106,0,0,5,3,1,5,4,2,5,3,2,1,3,1,2,5,1,4,2,1,5,1,4,4,3,4,1,4,3,2,1,4,2,5,4,2,2,4,2,3,1,3,5,2,2,5,3,2,2,2,3,1,5,4,3,4,3,5,1,4,4,4,4,5,1,5,2,2,4,1,1,2,3,3,1,4,2,5,4,3,3,2,1,4,4,5,4,4,2,1,3,3,4,1,2,RU,ru,30,M,secondary,desktop,panel,17.693460603447402
R0107,1,1,2,2,4,2,3,3,3,4,2,2,3,2,3,5,4,5,4,3,3,3,2,3,5,4,2,2,2,2,2,3,2,3,3,3,3,3,1,4,3,2,1,4,1,1,2,2,2,2,3,3,4,2,3,3,4,5,3,3,3,3,4,3,2,3,3,3,3,3,5,2,3,2,2,3,3,4,3,3,4,3,3,2,4,2,2,1,1,1,5,1,1,1,1,DE,de,46,M,bachelor,mobile,panel,16.723628487753555
R0108,0,0,3,2,1,3,1,3,2,1,3,3,1,3,3,2,1,3,5,3,1,5,1,2,4,4,3,5,5,3,3,3,4,3,3,5,2,4,2,3,2,2,3,3,2,2,3,3,1,2,2,4,5,3,2,3,3,1,1,2,3,4,1,4,1,3,3,4,1,3,3,4,3,3,3,4,2,2,5,1,3,3,3,5,4,3,2,2,2,2,1,2,4,5,1,IN,en,51,M,secondary,mobile,organic,17.47257053755176
R0109,1,1,3,5,1,3,4,1,3,3,4,2,4,5,3,5,5,3,4,2,3,4,4,4,4,5,1,1,1,1,1,2,1,5,4,2,3,2,4,2,2,2,2,3,2,1,1,1,2,3,5,5,5,2,5,3,4,4,1,1,1,5,2,1,1,2,1,1,2,3,3,1,2,2,1,2,2,4,5,3,2,4,5,5,3,2,3,5,4,4,1,4,3,4,4,DE,de,59,F,master,desktop,ads,19.50134295746181
R0110,0,1,2,3,3,4,2,4,3,4,4,2,2,2,2,5,3,4,3,4,3,4,4,3,5,4,4,4,4,5,3,4,4,3,2,2,2,4,4,1,4,4,3,5,1,2,2,1,4,5,4,3,4,3,3,2,4,3,4,3,3,3,3,3,3,3,3,3,2,3,4,2,2,1,3,2,2,2,3,3,2,2,3,5,4,4,1,1,1,1,4,2,2,2,3,IN,en,40,F,master,desktop,organic,17.215218914386362
R0111,1,1,2,1,4,4,3,5,3,5,3,2,2,2,4,2,2,2,1,5,5,3,4,5,3,3,3,5,4,5,3,2,3,2,4,3,3,3,2,3,1,4,5,3,4,5,2,5,4,1,4,4,5,4,4,4,4,4,1,1,3,3,1,2,3,2,3,2,3,5,3,3,3,4,5,2,3,4,5,4,2,1,5,4,5,5,2,2,2,5,3,3,1,3,3,IN,en,30,M,master,mobile,organic,16.630131059169646
R0112,1,1,1,2,5,5,1,5,1,4,1,1,1,2,3,1,2,3,4,4,2,3,3,5,2,3,3,4,3,4,3,2,3,4,2,1,5,3,4,1,3,5,1,3,1,1,2,1,2,5,2,3,4,2,3,4,3,4,4,4,3,2,4,5,3,4,4,5,4,2,5,2,3,2,2,2,1,5,3,3,4,2,3,5,2,3,3,2,4,3,2,2,3,3,3,US,en,30,M,master,mobile,panel,17.412572570201174
R0113,1,1,4,3,2,5,4,2,4,3,3,5,3,2,3,1,2,1,1,5,4,1,4,5,2,1,4,3,2,3,2,1,3,4,4,3,2,3,1,3,4,2,4,5,4,3,4,4,2,5,4,1,2,3,2,3,1,4,3,5,5,1,4,3,4,4,4,3,5,5,1,5,5,3,3,5,5,4,5,2,3,5,3,3,1,3,2,2,4,2,4,2,4,4,3,DE,de,62,M,master,desktop,panel,17.797928457070416
R0114,1,0,2,2,2,3,5,2,3,3,1,3,5,5,2,3,4,4,4,3,1,2,2,3,3,4,4,5,3,4,5,4,4,4,3,1,3,4,2,4,2,2,3,5,1,2,2,1,2,3,2,3,4,5,2,3,4,2,5,5,4,3,3,3,4,5,5,3,5,5,1,4,4,5,5,5,5,3,4,4,3,2,1,4,3,5,3,4,3,5,3,3,3,4,3,RU,ru,55,M,master,desktop,organic,17.635253577968232
