respondent_id,ATTN_1,ATTN_2,BIAS_01,BIAS_02,BIAS_03,BIAS_04,BIAS_05,BIAS_06,BIAS_07,BIAS_08,BIAS_09,BIAS_10,BIAS_11,BIAS_12,DOI_01,DOI_02,DOI_03,DOI_04,DOI_05,DOI_06,DOI_07,DOI_08,DOI_09,DOI_10,DOI_11,DOI_12,HSQ_aff_01,HSQ_aff_02,HSQ_aff_03,HSQ_aff_04,HSQ_aff_05,HSQ_aff_06,HSQ_aff_07,HSQ_aff_08,HSQ_aggr_01,HSQ_aggr_02,HSQ_aggr_03,HSQ_aggr_04,HSQ_aggr_05,HSQ_aggr_06,HSQ_aggr_07,HSQ_aggr_08,HSQ_self_01,HSQ_self_02,HSQ_self_03,HSQ_self_04,HSQ_self_05,HSQ_self_06,HSQ_self_07,HSQ_self_08,HSQ_soci_01,HSQ_soci_02,HSQ_soci_03,HSQ_soci_04,HSQ_soci_05,HSQ_soci_06,HSQ_soci_07,HSQ_soci_08,NPI_01,NPI_02,NPI_03,NPI_04,NPI_05,NPI_06,NPI_07,NPI_08,NPI_09,NPI_10,SD3_mac_01,SD3_mac_02,SD3_mac_03,SD3_mac_04,SD3_mac_05,SD3_mac_06,SD3_mac_07,SD3_mac_08,SD3_mac_09,SD3_narc_01,SD3_narc_02,SD3_narc_03,SD3_narc_04,SD3_narc_05,SD3_narc_06,SD3_narc_07,SD3_narc_08,SD3_narc_09,SD3_psy_01,SD3_psy_02,SD3_psy_03,SD3_psy_04,SD3_psy_05,SD3_psy_06,SD3_psy_07,SD3_psy_08,SD3_psy_09,country,language,age,gender,education,device,source,duration_sec
R0056,0,0,2,1,1,4,4,1,3,1,4,2,2,4,3,4,1,4,5,5,5,3,2,5,3,2,5,1,2,2,3,3,4,1,4,3,2,3,4,4,3,5,4,2,3,4,4,5,4,4,1,3,3,5,3,2,3,4,5,2,2,3,2,1,3,4,4,4,2,3,2,3,2,1,4,5,2,2,4,1,5,5,4,5,2,1,1,1,5,5,1,4,3,5,4,US,en,59,M,secondary,mobile,organic,17.072366478525428
R0057,1,1,5,1,3,2,2,1,4,3,4,1,4,3,4,4,4,2,2,4,3,4,3,2,3,2,3,1,2,2,4,4,2,2,1,5,1,1,1,4,1,1,1,5,1,4,3,2,2,2,2,1,3,3,2,5,2,3,4,1,2,3,3,4,4,2,4,4,4,4,2,1,5,3,5,4,2,1,1,5,2,1,1,4,4,1,5,3,1,3,2,1,4,4,2,US,en,45,F,secondary,mobile,organic,32.590487614450424
R0058,0,1,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,1,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,1,3,2,3,3,3,RU,ru,40,F,master,mobile,organic,17.907950920372087
R0059,1,1,5,1,1,5,5,2,2,2,5,1,5,4,3,3,5,3,1,2,1,4,1,3,5,1,5,4,2,4,2,4,3,3,3,2,5,5,4,4,1,2,1,5,1,1,1,1,1,2,5,3,3,1,2,3,1,2,4,3,5,2,4,4,3,1,3,5,5,4,2,2,2,1,3,1,2,2,2,5,3,1,2,5,5,2,4,3,4,2,4,1,3,2,3,DE,de,47,F,bachelor,desktop,ads,16.03038505366655
R0060,0,0,2,5,4,2,2,2,1,2,3,1,1,4,1,3,4,5,1,2,1,4,4,4,5,3,1,1,3,5,5,1,2,3,5,3,4,1,4,1,4,3,1,1,4,4,2,1,4,5,1,4,2,1,1,3,4,2,2,4,1,3,5,3,1,1,3,3,3,4,3,2,2,5,1,3,1,2,2,1,4,5,5,3,5,5,5,5,1,3,2,5,3,5,2,US,en,43,M,secondary,desktop,panel,18.20327768333658
R0061,1,1,1,5,5,1,2,5,5,4,1,5,1,2,5,4,5,1,5,3,1,3,3,3,5,2,1,2,3,2,4,2,2,2,4,2,3,4,3,3,3,5,4,3,5,4,5,5,4,4,3,3,5,3,4,5,2,3,5,4,2,5,5,5,3,4,5,4,3,4,2,1,2,2,3,3,1,5,3,4,5,5,5,4,1,4,3,2,2,2,5,2,2,4,2,IN,en,46,M,master,mobile,ads,16.99177811573307
R0062,1,1,2,3,4,3,3,4,3,4,2,5,2,2,5,5,5,1,1,5,1,5,1,1,4,1,2,2,3,3,2,3,1,2,5,1,4,4,5,2,4,3,2,4,2,2,2,2,1,2,3,3,2,2,3,3,1,2,5,3,1,5,5,5,4,3,3,1,3,3,3,5,4,3,4,4,5,3,3,2,4,4,5,1,3,3,3,2,3,1,4,3,1,5,3,IN,en,35,F,bachelor,mobile,panel,29.308425816608825
R0063,1,1,3,3,3,5,4,1,2,1,3,4,5,5,4,3,5,3,5,1,2,4,2,1,3,5,4,4,1,3,5,4,4,1,1,4,5,1,1,3,5,1,4,2,3,5,1,4,3,5,4,4,3,2,5,3,4,5,1,4,5,1,2,2,2,2,2,1,1,5,4,1,2,2,5,2,4,3,2,2,5,2,4,1,4,2,1,1,3,2,5,3,1,2,3,DE,de,23,M,phd,mobile,organic,18.618964906386903
R0064,0,1,2,3,2,4,1,3,4,3,4,1,3,5,3,4,1,3,2,3,1,5,5,1,3,2,3,3,4,3,4,1,2,1,3,1,3,2,5,1,3,3,3,4,2,4,1,5,4,3,4,3,1,3,1,4,2,2,5,1,3,4,2,3,2,1,3,4,4,5,5,5,2,5,2,3,3,3,5,4,2,3,2,5,1,3,1,1,3,2,2,4,4,4,4,IN,en,30,M,bachelor,mobile,panel,17.227148237
R0065,1,1,4,4,2,4,3,3,3,4,3,3,4,3,4,4,4,2,3,4,2,5,3,2,2,1,3,4,2,4,2,5,1,1,2,3,3,2,5,3,2,4,3,4,2,2,3,3,2,3,4,3,3,2,4,2,5,4,2,2,2,5,2,2,3,3,4,2,2,5,2,4,3,4,3,5,2,5,4,2,4,4,5,2,2,4,3,3,3,2,3,2,3,4,2,RU,ru,60,M,phd,mobile,panel,28.707205810325952
R0066,1,0,3,2,1,1,3,3,2,4,3,4,4,4,5,5,5,1,1,5,1,5,1,3,5,2,2,1,5,1,4,2,3,5,2,4,4,5,4,4,2,3,4,1,4,4,4,5,4,3,5,3,1,2,1,1,2,2,2,3,4,4,4,3,4,2,3,3,1,2,4,5,3,5,2,5,4,2,4,3,4,3,2,4,3,2,4,2,5,2,4,1,3,3,4,IN,en,20,M,secondary,mobile,panel,27.73008191960816
R0067,1,1,5,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,5,3,3,RU,ru,59,F,secondary,mobile,panel,16.462983500253205
R0068,0,1,2,2,3,3,3,5,4,4,3,4,2,2,5,4,5,2,1,5,1,5,1,2,5,1,1,1,5,3,5,1,5,5,2,5,4,1,1,3,2,2,3,3,3,1,3,2,2,2,5,1,1,2,1,1,1,2,4,5,2,5,4,4,3,4,4,2,3,4,3,2,3,4,2,3,3,5,5,1,5,4,5,2,3,4,5,1,1,2,5,1,1,5,2,DE,de,61,M,bachelor,mobile,organic,23.723999046606988
R0069,1,0,1,2,4,3,2,2,2,4,4,3,3,4,4,1,3,3,3,4,1,1,1,5,3,1,2,3,5,2,3,3,5,1,2,3,2,3,3,3,2,4,3,3,1,3,3,4,3,2,3,1,3,1,5,5,3,3,2,4,4,1,4,1,3,3,2,5,1,5,1,1,2,1,1,2,3,1,3,3,3,2,5,3,2,1,3,5,4,3,1,2,3,3,5,DE,de,24,M,secondary,desktop,ads,17.549504937542405
R0070,0,1,5,3,2,5,3,3,2,4,2,1,3,3,3,5,1,3,4,3,3,4,3,1,3,3,3,3,3,1,3,1,2,3,3,4,1,2,2,5,3,3,3,1,4,5,4,1,3,5,5,5,2,2,2,2,2,4,1,4,5,1,4,2,2,1,3,3,2,3,4,5,1,5,2,3,5,1,2,5,4,1,3,4,4,3,1,3,4,3,2,3,5,2,2,IN,en,37,F,phd,mobile,organic,15.506452181758696
R0071,0,0,5,3,2,2,4,5,1,4,1,3,1,3,1,5,4,5,2,2,4,5,5,2,2,2,4,5,3,2,2,3,5,1,5,5,5,3,4,5,5,1,2,3,4,2,1,5,2,2,4,2,5,1,2,1,2,4,1,5,3,1,4,1,5,4,3,4,5,3,2,5,1,4,4,4,1,1,2,2,3,1,1,1,5,2,3,2,5,3,5,4,4,4,3,RU,ru,47,F,master,desktop,organic,17.22072163952041
R0072,1,1,5,1,1,5,5,1,1,1,5,2,5,5,3,3,4,1,1,4,3,4,2,1,3,1,3,1,3,3,4,3,2,4,4,1,2,3,5,2,3,5,2,2,3,3,4,3,4,3,2,3,4,5,3,3,5,4,4,4,1,2,3,3,3,5,4,3,5,5,3,5,3,2,3,4,2,3,3,1,3,4,2,3,4,3,2,2,3,2,4,2,3,4,3,RU,ru,45,M,master,desktop,ads,28.3744121288596
R0073,1,1,5,1,1,5,5,1,1,2,5,1,5,5,3,3,3,4,3,3,4,3,4,3,4,1,4,4,4,5,2,3,3,2,4,3,5,4,4,3,3,4,4,3,4,3,4,5,4,4,3,2,2,2,4,3,3,3,2,2,5,1,4,2,1,1,2,5,2,1,5,3,4,4,2,3,5,3,1,4,2,2,2,3,5,1,1,2,5,4,1,5,5,2,5,IN,en,48,M,bachelor,mobile,panel,26.546737989332104
R0074,0,0,5,3,1,3,4,3,2,2,2,5,4,1,2,5,5,2,3,5,4,4,5,1,5,5,5,5,5,2,4,2,3,2,5,5,4,1,3,4,4,3,3,2,3,3,1,2,5,1,2,5,1,3,3,3,1,3,4,1,3,4,2,4,5,4,2,1,4,2,4,3,2,4,1,3,3,5,1,4,2,5,5,2,2,4,5,4,1,5,5,4,4,5,2,IN,en,24,M,phd,mobile,organic,16.455771403382276
R0075,0,0,4,3,5,2,4,2,3,2,4,4,4,3,4,1,2,5,4,2,3,4,4,3,2,5,5,4,3,2,1,4,2,1,1,3,3,2,2,2,4,3,2,3,1,2,5,5,4,2,1,4,5,4,5,5,5,5,3,2,3,1,2,2,2,1,3,3,2,2,4,4,4,3,3,2,4,4,4,3,5,4,4,1,3,4,4,5,3,4,2,3,4,3,5,US,en,49,M,phd,mobile,panel,26.703536909418297
R0076,0,1,3,3,4,3,4,2,3,4,4,1,4,3,4,3,4,2,2,4,5,3,2,1,3,2,5,5,2,3,3,5,2,3,3,5,2,3,1,3,2,3,4,3,2,1,1,1,1,4,1,2,5,4,4,4,4,4,4,3,3,3,1,2,3,2,2,4,1,1,4,5,3,3,3,3,3,3,3,3,5,4,4,3,3,5,1,4,3,5,3,4,3,2,4,US,en,54,M,master,mobile,organic,17.085328324046497
R0077,1,0,5,4,5,3,3,3,2,2,2,1,2,3,3,1,4,4,3,2,3,2,1,2,4,5,3,4,3,1,3,2,3,3,5,3,5,3,4,2,5,3,3,1,2,3,3,5,5,1,4,3,4,3,3,5,2,3,3,3,4,3,4,4,2,5,3,1,3,5,3,4,3,1,1,2,2,1,2,4,2,3,3,2,3,1,4,4,3,4,1,4,4,3,3,DE,de,61,F,phd,mobile,ads,16.526160478846258
R0078,1,1,3,5,3,4,1,1,4,3,1,4,1,2,4,5,5,3,4,3,3,2,2,3,5,1,1,1,1,3,1,3,3,5,1,4,4,3,3,5,3,3,4,3,4,2,2,1,3,2,1,4,3,4,1,3,4,4,3,1,5,1,4,5,5,2,2,5,1,3,4,3,2,5,5,5,3,4,3,3,1,3,3,4,3,3,4,3,5,1,3,3,3,3,1,RU,ru,25,M,secondary,desktop,panel,18.05139612588986
R0079,0,0,2,1,4,1,4,4,4,4,2,3,2,4,1,4,1,5,3,1,5,4,2,2,3,1,1,3,2,1,2,4,1,2,5,5,5,4,2,2,5,2,3,4,3,1,1,4,3,3,1,5,4,5,5,1,5,5,1,4,5,3,5,5,1,1,5,3,1,2,5,2,4,5,5,4,4,1,2,4,2,1,3,4,4,4,2,1,1,1,3,1,2,1,1,US,en,51,F,master,desktop,panel,16.88179005381511
R0080,0,0,5,2,1,2,3,5,4,3,4,1,2,3,1,5,1,3,3,4,3,5,3,2,5,5,4,4,3,3,3,5,4,4,3,4,3,3,3,4,3,4,3,2,1,2,3,4,1,5,3,2,3,3,5,4,2,3,1,4,3,5,1,5,3,4,3,2,5,4,3,4,2,4,3,4,1,3,2,5,1,1,5,3,3,3,1,1,1,3,2,5,4,5,3,IN,en,34,F,secondary,desktop,panel,17.023178948949447
R0081,1,0,3,3,5,1,4,3,3,3,1,4,1,4,2,4,3,2,3,2,3,4,3,5,4,3,2,5,2,1,2,3,5,4,2,5,3,3,2,4,3,1,1,2,1,3,2,4,2,5,2,2,4,4,4,3,4,3,5,3,5,3,4,1,3,3,2,1,2,3,2,3,3,4,2,3,4,2,5,3,1,5,2,5,5,5,4,3,1,2,5,3,3,5,5,IN,en,47,M,bachelor,desktop,ads,17.915220963030002
R0082,0,0,3,2,4,3,1,1,1,2,1,3,4,5,5,5,4,1,4,2,3,4,1,5,3,5,3,1,2,5,3,1,3,2,2,5,5,4,4,3,3,2,5,4,5,2,2,1,3,2,3,4,3,4,5,3,3,3,5,4,2,2,4,3,5,4,5,1,4,2,1,4,3,5,3,2,2,2,2,4,3,5,2,3,4,1,2,4,1,3,4,2,5,5,5,DE,de,65,F,bachelor,desktop,panel,15.080376697132477
R0083,0,1,3,4,3,2,1,3,2,3,3,3,1,3,5,3,3,3,1,4,3,1,3,1,4,2,4,4,2,4,3,5,3,4,1,4,3,1,5,5,3,1,2,2,5,2,1,4,1,3,2,1,5,3,3,2,2,3,1,1,1,3,1,3,1,3,2,4,2,2,3,3,3,5,5,2,4,5,3,5,1,2,2,4,3,5,4,3,3,3,2,2,1,3,1,US,en,63,M,secondary,mobile,organic,17.200507200912526
R0084,0,0,4,5,1,5,5,2,1,1,3,4,3,1,1,3,1,1,3,5,3,3,2,2,5,1,3,5,3,5,3,3,1,5,3,3,5,4,4,5,4,1,4,1,2,5,2,4,2,3,5,5,1,4,3,1,5,3,2,4,4,2,4,5,4,1,4,3,1,1,1,2,3,5,5,1,3,5,4,1,3,5,1,2,4,2,4,3,5,3,2,1,1,4,4,RU,ru,57,M,bachelor,mobile,panel,16.284865913930027
R0085,1,1,3,5,4,2,1,5,4,4,2,5,1,2,1,3,1,3,5,2,4,3,3,4,1,3,4,5,3,3,2,4,3,3,1,3,2,1,1,5,1,1,2,4,3,3,2,2,4,2,2,4,3,5,3,4,4,4,1,2,4,2,3,1,2,1,2,3,4,4,2,2,1,2,1,1,1,2,1,5,2,1,1,5,4,2,5,1,1,1,5,3,1,5,1,RU,ru,55,F,bachelor,mobile,panel,27.167791159449347
R0086,1,0,2,3,4,4,5,5,5,1,1,1,2,1,5,2,1,4,3,3,1,3,4,1,2,3,3,3,2,2,3,1,2,3,2,5,2,1,1,5,1,3,3,4,4,1,4,5,3,2,2,5,5,5,5,2,3,3,4,1,2,4,1,4,5,2,2,2,5,4,3,5,2,4,3,3,4,4,3,5,1,5,5,5,4,5,1,3,5,1,1,5,2,3,3,DE,de,28,M,secondary,desktop,panel,16.5445785157234
R0087,0,0,5,2,2,3,3,5,1,3,2,3,4,4,3,1,4,3,1,4,4,3,4,3,4,4,2,1,1,5,3,3,2,3,4,4,3,5,2,4,4,3,3,4,2,1,1,2,2,3,4,1,3,2,5,3,2,5,2,1,2,2,3,1,3,2,2,5,4,4,3,3,1,2,1,4,1,5,3,2,5,4,5,5,3,3,2,1,2,2,3,5,2,3,1,IN,en,27,F,phd,desktop,ads,16.67646252664789
R0088,1,1,3,3,3,1,3,5,3,5,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,2,3,2,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,5,4,3,3,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,IN,en,62,F,master,mobile,organic,17.037041178195942
R0089,0,1,3,3,3,3,4,3,3,3,5,3,3,4,3,3,3,3,3,3,3,1,3,4,3,4,4,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,3,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,2,US,en,26,M,phd,mobile,ads,17.550181900210365
R0090,1,1,5,3,3,5,4,2,4,3,4,1,3,4,1,3,5,1,2,4,2,4,1,1,4,3,2,3,1,2,4,4,3,4,1,4,3,2,1,5,2,1,2,4,4,4,4,2,3,3,2,4,2,3,4,4,3,2,2,4,5,4,1,3,4,3,3,4,5,4,1,1,1,1,1,1,3,2,2,4,3,4,2,3,5,2,1,4,3,5,1,4,5,2,3,IN,en,40,M,secondary,desktop,organic,27.153253915767035
R0091,1,1,4,1,4,3,2,3,4,2,4,3,3,2,1,4,4,3,5,3,3,2,4,2,4,2,2,3,5,1,3,3,3,3,1,4,5,4,3,3,2,4,4,3,1,4,2,4,1,3,1,4,4,3,4,4,5,3,1,1,5,1,1,1,1,3,1,5,3,3,2,3,3,3,3,1,2,3,3,2,2,4,4,4,2,4,4,2,2,2,2,3,3,3,4,US,en,48,F,bachelor,mobile,panel,16.322121438678074
R0092,0,0,3,3,2,3,1,5,3,5,4,2,4,1,1,1,4,4,2,5,1,4,3,2,5,2,2,3,1,2,5,5,5,4,1,1,4,1,3,1,3,3,5,1,5,2,4,2,3,2,4,2,2,1,3,3,1,1,3,2,1,5,3,2,2,1,1,4,1,1,3,3,5,3,2,1,2,3,1,4,4,4,2,3,1,4,4,3,5,2,1,2,4,2,2,IN,en,57,M,bachelor,mobile,ads,18.47546139866108
R0093,1,1,3,4,3,3,2,4,3,2,4,3,3,3,3,1,3,2,3,4,3,3,1,5,3,4,3,1,3,4,2,4,1,3,2,3,2,2,3,1,1,3,1,2,3,3,3,1,3,1,4,5,1,3,3,5,5,4,3,4,5,3,3,3,3,5,3,3,3,2,1,2,4,1,3,3,3,3,3,4,5,4,2,2,3,3,3,4,2,4,3,3,1,4,2,IN,en,26,M,phd,desktop,panel,17.16513036608546
R0094,1,1,5,1,1,5,5,1,1,1,5,1,5,5,4,5,5,2,1,4,1,5,1,3,5,1,2,4,1,3,1,4,2,2,3,5,2,3,1,3,1,1,2,3,1,1,2,1,1,2,2,2,4,4,4,2,2,2,1,3,4,1,3,2,3,3,3,4,5,5,1,4,1,1,1,2,4,1,1,1,1,2,1,4,5,1,1,5,5,5,1,5,5,1,5,US,en,37,F,master,desktop,ads,19.04696940070816
R0095,1,1,3,2,4,3,4,1,3,3,3,4,3,5,1,3,3,3,5,3,3,4,3,5,3,4,1,3,5,1,4,2,5,5,1,1,2,1,2,2,3,3,3,4,3,4,1,2,4,2,3,3,1,3,3,3,4,3,2,2,5,2,2,3,2,3,1,3,3,2,3,3,3,4,4,5,5,4,3,3,3,3,3,4,3,4,3,4,3,3,4,3,2,4,2,IN,en,51,M,master,mobile,panel,31.37358402646666
R0096,0,0,4,2,3,1,4,3,3,4,4,3,3,1,5,3,3,2,4,2,3,1,5,3,3,3,2,2,1,2,3,1,5,3,3,1,4,4,4,5,5,3,3,3,3,5,3,4,5,5,5,5,3,3,4,2,3,2,3,2,3,3,3,5,3,3,4,4,1,4,3,4,4,3,5,4,3,3,1,4,4,5,4,4,1,3,3,1,1,1,2,1,3,2,4,IN,en,44,M,phd,mobile,panel,17.56554485229989
R0097,1,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,3,3,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,1,3,3,3,4,3,2,3,3,3,3,3,2,3,3,3,1,3,3,3,3,3,1,3,1,3,3,3,2,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,4,IN,en,64,M,bachelor,desktop,panel,15.955039908279002
R0098,0,0,1,3,4,2,3,3,3,3,5,2,5,4,5,3,1,3,4,2,5,2,3,2,3,1,3,4,5,4,5,4,2,4,5,1,5,3,2,3,3,2,2,2,1,3,4,2,3,5,5,1,5,2,3,5,1,4,3,2,1,3,3,5,2,2,3,4,5,3,1,2,3,1,3,5,3,1,3,2,3,4,2,3,5,5,1,1,3,4,2,3,2,2,1,IN,en,43,F,phd,desktop,organic,16.013771168755117
R0099,1,1,2,3,2,2,4,2,3,5,2,2,1,3,1,1,1,5,5,1,5,1,4,5,1,5,5,5,1,4,1,4,1,1,3,4,4,3,4,3,4,2,4,3,5,3,2,3,5,2,4,1,2,4,1,2,2,2,2,4,4,5,2,4,2,4,3,2,3,3,4,4,4,5,3,5,4,4,5,1,4,4,4,3,2,5,1,4,2,3,2,4,3,2,3,US,en,46,M,secondary,mobile,panel,25.271633771680204
R0100,1,1,3,3,3,2,4,3,3,3,3,3,4,3,3,3,2,4,2,3,4,3,3,4,3,3,3,5,3,3,3,3,3,2,3,3,3,3,3,3,3,2,2,3,3,3,3,3,1,3,3,2,3,3,3,5,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,3,3,3,3,3,2,4,3,3,DE,de,60,F,phd,desktop,panel,15.770979501718303
R0101,1,1,3,3,5,1,2,5,3,5,2,3,1,1,5,3,4,2,1,4,1,4,2,2,3,1,1,2,2,4,3,1,4,1,4,4,4,3,3,1,4,4,3,5,2,2,3,2,2,2,3,3,1,3,2,3,4,2,3,2,5,2,2,4,2,3,4,3,3,5,1,2,2,3,1,2,1,5,3,4,5,2,3,3,2,3,3,3,1,3,5,3,1,2,2,IN,en,47,F,phd,desktop,organic,16.406784498616073
R0102,0,1,3,4,5,2,2,2,4,5,2,4,2,3,3,4,2,3,3,3,3,3,5,3,2,4,4,3,3,3,3,5,2,2,1,5,2,1,1,4,3,1,4,1,3,4,3,3,4,2,1,5,5,5,5,5,5,2,1,2,5,1,2,1,1,2,1,4,2,3,2,2,3,3,2,1,3,2,3,3,3,3,5,2,4,2,4,3,4,4,4,1,5,3,3,US,en,47,M,master,mobile,ads,27.89778291400944
R0103,1,1,3,5,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,3,3,3,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,1,1,3,3,3,3,1,3,3,3,3,3,3,5,3,3,3,3,2,3,3,3,3,3,US,en,23,F,phd,desktop,panel,17.90274242738746
R0104,1,1,3,4,4,4,4,3,3,5,2,3,3,4,4,3,3,2,2,2,3,3,2,3,5,2,3,3,4,2,2,1,1,3,4,1,5,3,4,1,5,3,2,5,1,3,2,2,2,2,5,2,2,3,2,2,4,2,4,1,4,3,4,2,3,1,2,3,4,4,1,3,3,2,3,3,1,3,5,3,3,2,3,3,4,4,3,3,3,4,3,3,2,4,3,IN,en,39,F,master,mobile,panel,25.960283997178756
R0105,1,0,3,5,1,3,3,5,1,3,2,3,3,1,3,3,4,4,5,3,2,5,3,3,3,3,3,2,1,4,4,3,3,2,2,4,4,3,5,2,3,4,2,1,3,3,3,3,5,3,3,2,5,3,5,2,1,2,3,3,2,1,2,5,1,1,3,5,2,2,1,5,3,5,5,4,5,3,3,5,4,2,3,2,3,4,5,1,1,3,3,1,3,1,5,DE,de,31,M,secondary,desktop,ads,15.678316292751617
R0106,0,0,4,1,3,5,1,1,2,5,3,4,5,4,3,3,1,2,4,3,2,4,1,2,2,2,3,1,5,3,5,4,3,2,3,1,2,5,2,3,5,1,4,5,3,3,3,1,1,1,4,5,4,1,1,1,2,2,1,1,5,2,1,3,2,5,2,1,5,2,5,2,4,1,4,3,3,2,3,5,5,1,4,5,5,1,1,1,5,4,2,5,3,2,2,IN,en,38,M,bachelor,mobile,panel,16.167238689155376
R0107,1,0,4,1,3,3,2,1,4,5,5,2,5,3,5,2,4,2,1,1,4,3,2,4,3,1,5,4,4,4,3,1,2,3,5,4,2,3,3,1,2,2,1,3,3,3,1,4,5,1,3,4,2,2,4,4,2,2,3,2,4,2,1,4,2,3,3,3,4,4,1,1,2,5,1,2,3,5,1,3,3,1,2,3,3,1,3,3,4,1,4,2,1,2,3,US,en,34,F,phd,desktop,organic,15.541754169899875
R0108,1,1,5,4,3,3,3,3,5,3,2,3,4,2,3,1,1,4,2,3,1,1,2,4,5,5,2,5,3,5,4,5,1,5,3,4,2,3,4,5,2,1,4,3,2,3,4,3,5,3,1,2,3,3,3,1,5,3,4,2,3,4,3,5,4,3,1,4,3,3,3,1,1,4,3,5,2,4,4,2,5,3,3,2,3,5,2,3,3,1,4,2,5,1,4,IN,en,47,M,bachelor,desktop,organic,17.43370902611701
R0109,1,1,2,4,2,4,5,1,2,3,1,1,1,2,2,3,1,2,2,4,3,3,1,3,5,3,2,5,5,5,3,3,4,1,2,4,4,4,4,3,2,2,2,4,1,3,4,4,5,2,3,5,4,4,4,5,1,5,1,3,4,2,3,2,3,3,3,3,4,5,2,2,2,2,2,2,5,3,3,2,4,5,2,5,3,4,2,5,5,4,5,4,2,1,5,RU,ru,35,M,bachelor,mobile,ads,16.570330028077272
R0110,0,0,3,3,2,5,2,3,2,5,5,1,2,1,1,5,3,5,4,4,3,5,4,4,5,2,5,2,5,4,1,5,4,2,3,1,4,5,4,4,3,3,5,2,3,3,5,5,2,1,3,2,4,4,1,4,1,5,2,4,4,4,1,5,2,3,4,4,5,4,4,1,4,1,2,3,5,5,5,5,3,2,1,4,1,1,3,2,3,1,5,4,3,4,3,IN,en,33,M,bachelor,mobile,ads,17.10765367006835
R0111,0,1,5,1,1,5,5,1,1,1,5,1,5,3,3,4,4,2,1,5,1,2,2,3,5,1,5,4,1,4,3,4,2,4,3,4,3,2,3,4,3,4,3,3,3,4,2,2,2,2,4,2,3,4,3,2,2,3,2,3,3,4,3,3,3,2,3,3,5,5,2,1,2,1,1,2,1,2,2,4,3,4,3,4,2,4,1,3,5,4,1,4,4,2,3,IN,en,27,F,phd,desktop,organic,30.50580240731268
R0112,0,1,5,3,2,3,3,3,4,2,4,2,4,4,3,3,3,3,3,2,4,4,3,1,3,3,5,5,1,4,1,4,1,1,1,4,3,2,3,4,1,1,4,2,3,4,5,4,4,4,1,5,5,5,5,5,4,5,4,2,1,3,4,4,3,4,5,2,1,3,5,4,4,5,5,4,5,2,5,3,4,3,4,3,4,2,5,3,3,2,3,3,1,4,4,IN,en,64,M,secondary,mobile,panel,34.018900967301406
R0113,1,0,1,5,4,3,4,5,3,2,2,3,3,3,2,2,5,3,5,3,4,1,5,4,2,4,2,2,3,3,5,5,1,3,1,4,2,3,4,4,4,4,4,3,3,2,4,4,4,2,2,3,4,1,4,4,1,3,5,4,4,2,4,2,3,4,3,4,1,1,3,4,5,1,4,5,5,5,3,4,1,5,5,5,4,5,5,1,1,3,3,4,4,5,4,US,en,44,M,bachelor,desktop,panel,17.000981479857977
R0114,1,1,4,4,2,5,3,1,3,2,5,2,4,4,2,1,1,5,5,1,5,1,5,5,1,5,3,5,3,2,2,3,4,2,4,5,4,4,1,4,1,2,1,2,3,3,5,3,3,5,2,4,5,5,5,4,4,5,5,5,2,3,4,5,4,3,4,2,4,2,3,1,2,2,3,3,3,3,5,1,4,5,3,3,3,3,2,1,4,4,3,1,3,2,4,US,en,28,F,master,mobile,ads,27.314760283592573
