respondent_id,start_ts,end_ts,duration_ms,page_durations_json,focus_switches,interruptions
R0104,20250911_144618+0000,20250911_144618+0000,25960.283997178754,"[3752.9485335766944, 3400.89234156326, 2751.4392621959246, 2197.0253572459455, 2511.6908609501456, 2524.1743558135304, 2867.6073455280443, 1721.3373255979902, 2937.3249136843515, 1295.8437010228686]",0,0
R0105,20250911_144618+0000,20250911_144618+0000,15678.316292751617,"[1305.354646460015, 1246.5072246172085, 2508.662709933762, 1693.6968113477108, 1958.8663560305804, 1416.1322942428578, 1521.213406910338, 1680.4834128528921, 1290.6363532300477, 1056.7630771262045]",1,0
R0106,20250911_144618+0000,20250911_144618+0000,16167.238689155374,"[1369.1515739407268, 2514.278860248217, 1182.481661824343, 2314.1274771527014, 1558.5583013055466, 882.7367826217727, 1614.1398003345032, 1857.7336832204812, 1900.4521419706816, 973.5784065364012]",3,0
R0107,20250911_144618+0000,20250911_144618+0000,15541.754169899874,"[1531.883685596778, 1685.927931785914, 1410.7403664939413, 1909.1946429663878, 1344.4358150088697, 2078.7281237696434, 1169.7070219266361, 1727.6192313836948, 1812.0566862011372, 871.4606647668716]",2,1
R0108,20250911_144618+0000,20250911_144618+0000,17433.709026117012,"[1862.297028236341, 1568.0224805513187, 2099.240910327894, 1784.3267904279598, 1889.435167122318, 1757.3601552978446, 2033.1369758198239, 1448.7326353651229, 1586.2288329865455, 1404.9280499818424]",1,0
R0109,20250911_144618+0000,20250911_144618+0000,16570.33002807727,"[1792.7776123514464, 2200.350892879237, 1960.5361604391533, 2046.502675102984, 1694.4881816812858, 1687.2702730994456, 1722.1471277155836, 1396.2084447614839, 1490.013555869774, 580.0351041768777]",0,1
R0110,20250911_144618+0000,20250911_144618+0000,17107.65367006835,"[1406.6763876435984, 1646.982996815011, 2017.5813817409407, 2277.8938871118676, 1533.9225848177875, 2512.637636470485, 1255.057775284178, 1248.4104101561115, 2413.3713193200306, 795.1192907083393]",0,0
R0111,20250911_144618+0000,20250911_144618+0000,30505.802407312676,"[3508.0530165750993, 2692.733257373681, 3901.856182677847, 3062.871885740988, 2303.2768789231764, 3374.58151672606, 4074.552240340499, 2713.8367526839147, 2906.1456079998597, 1967.8950682715508]",1,0
R0112,20250911_144618+0000,20250911_144618+0000,34018.90096730141,"[4675.932334634796, 4370.026809842483, 3228.8191430785387, 3041.1644164840936, 2705.9931408589964, 4960.5032652697855, 2674.0321828425676, 3605.0856766026304, 2964.871068897226, 1792.4729287902899]",1,0
R0113,20250911_144618+0000,20250911_144618+0000,17000.981479857976,"[1603.7353890105314, 1736.951558103983, 1178.0547637815625, 2214.3628494305403, 1954.909659538393, 1549.64771743826, 2009.2557349735434, 2627.944218499174, 1607.8313809958931, 518.288208086093]",1,1
R0114,20250911_144618+0000,20250911_144618+0000,27314.760283592575,"[2305.400435178098, 1857.071315920888, 2369.6152597040214, 2256.135349089491, 3475.8179392546085, 3526.2352724133025, 2959.7422275437116, 3419.462393682668, 3894.832569008741, 1250.4475217970453]",1,0
R0115,20250911_144618+0000,20250911_144618+0000,30290.0849416284,"[3243.2559256271134, 2818.5616693436045, 3201.125178702193, 2731.975750130884, 3651.803810414256, 2395.7750756097253, 3937.530983846176, 3624.627357564728, 3166.580830790765, 1518.848359598956]",0,0
R0116,20250911_144618+0000,20250911_144618+0000,16075.981399948068,"[2096.213037929315, 1528.3646972650583, 1338.1497904886655, 2232.047744147628, 1321.4153024751806, 1408.641994937728, 1605.9394637112744, 1754.2205626874334, 1985.0689483785115, 805.9198579272739]",0,0
R0117,20250911_144618+0000,20250911_144618+0000,17259.98081811198,"[1800.4157675195659, 1606.5041189953515, 2089.2003946673917, 1133.2512952546285, 1739.6942470623328, 2225.859547045013, 2105.162219910579, 2063.9238136604135, 1635.8081598430542, 860.1612541536484]",2,1
R0118,20250911_144618+0000,20250911_144618+0000,29643.618900991733,"[3671.667046985608, 2628.5364551592406, 2961.0188824906636, 2545.860241109722, 2898.3080217297593, 2525.219206655751, 3755.111382122762, 2542.6140637841595, 3629.635022738955, 2485.6485782151135]",0,0
R0119,20250911_144618+0000,20250911_144618+0000,15496.176345328971,"[1720.9317387344513, 1644.5733509634654, 1521.7216616998007, 2224.7595220789294, 1737.9089081957054, 1757.0752407830644, 1099.7760050619222, 1815.780723954057, 1281.263913945485, 692.3852799120913]",0,0
R0120,20250911_144618+0000,20250911_144618+0000,17573.77111390294,"[1431.783678362669, 1552.4382650258667, 1441.9816896821474, 2212.4125229687966, 1389.482085318018, 2437.895821979599, 2074.3440722259743, 2651.370971251407, 1514.4713493658353, 867.5906577226276]",3,1
R0121,20250911_144618+0000,20250911_144618+0000,25826.57092560921,"[2455.470794993274, 2866.927003247913, 2372.0864692548134, 3141.0783792791817, 2968.9120447859104, 2280.32472133096, 2536.3567079076283, 2795.4651769294665, 2358.3864502833503, 2051.5631775967117]",0,0
R0122,20250911_144618+0000,20250911_144618+0000,16294.507724974153,"[1967.938288753157, 1680.1296954355626, 1193.323167937528, 1463.695872186897, 1947.3194993719305, 2083.8121938762533, 1632.7756935321333, 1712.1520023557684, 1805.0374601608955, 808.3238513640266]",2,0
R0123,20250911_144618+0000,20250911_144618+0000,15461.767753039036,"[1455.379400502047, 966.3445061257783, 1894.52880127544, 1698.4685228775033, 1561.6454798362045, 2133.444326710373, 1808.162534587615, 1953.8164973062535, 1443.1802937307998, 546.797390087021]",3,0
R0124,20250911_144618+0000,20250911_144618+0000,29408.86680671418,"[2054.1708311987454, 3234.9666235861428, 3755.3874232897997, 4108.640611869271, 2993.506605402509, 2168.816311952135, 3133.8506325592607, 3563.5668916239915, 3337.172302494196, 1058.788572738128]",0,0
R0125,20250911_144618+0000,20250911_144618+0000,26785.71884456761,"[2826.451233922935, 3096.5299241999437, 2603.795473339118, 3127.497520567652, 2461.0401201858454, 2764.4886980162, 2747.806779008802, 3126.0378455366017, 2950.916366771062, 1081.1548830194517]",1,0
R0126,20250911_144618+0000,20250911_144618+0000,14976.182128770683,"[1352.1230599696225, 1157.8247524022104, 1959.916962335965, 1869.7567310547834, 1673.0892001928064, 1574.172502135539, 1321.9208779849776, 1375.3213173896, 2079.8082600291395, 612.2484652760388]",1,0
R0127,20250911_144618+0000,20250911_144618+0000,19783.751525227617,"[2438.888447615362, 2439.459345205717, 1504.1457993157844, 2475.7886661628563, 1668.5118561739266, 1981.455058349749, 2012.5435866001105, 1754.4383153628646, 2368.912087631997, 1139.6083628092508]",1,1
R0128,20250911_144618+0000,20250911_144618+0000,27992.512386744427,"[2434.1002480346738, 2958.108340204251, 3095.8822881285487, 3219.9478164546895, 3135.564006354763, 2225.0025939397065, 2480.7625895280953, 2361.9079982868325, 4582.664660760922, 1498.5718450519455]",0,0
R0129,20250911_144618+0000,20250911_144618+0000,16309.606044658252,"[1409.9543141171534, 961.7076811245145, 1942.712500677586, 2938.989595878633, 1846.5419818192372, 1847.2126097716039, 1762.3055961808739, 1310.0687239309939, 1755.7497859360287, 534.3632552216272]",0,1
R0130,20250911_144618+0000,20250911_144618+0000,23701.24438381067,"[2397.990542676447, 2633.7773455990205, 2270.7418689014617, 2339.4001453626106, 2959.688717793672, 3055.183929478683, 2206.437691948508, 2156.1078286222732, 2347.778989391747, 1334.1373240362464]",0,2
R0131,20250911_144618+0000,20250911_144618+0000,15881.158153124508,"[1645.448946914775, 1343.5456528494562, 1409.5981849737493, 1855.4467554368912, 2438.6103650158957, 2240.868245001255, 1562.1877068937752, 1251.2104566362555, 1406.8341345946674, 727.4077048077871]",1,1
R0132,20250911_144618+0000,20250911_144618+0000,17952.88967571319,"[2001.526289513548, 1781.294893535962, 2180.35819847962, 1515.6391764166754, 1927.2849190792354, 2800.3554075930488, 1500.8321076801853, 1716.1007055961, 1860.716240946349, 668.7817368724683]",1,0
R0133,20250911_144618+0000,20250911_144618+0000,15300.871272463832,"[1156.381388459983, 1679.5462044532005, 1797.254507115503, 1368.7693758725482, 1468.21120632035, 2136.901813111698, 2024.229114318933, 1292.5389855332226, 1850.1917705624157, 526.8469067159773]",1,1
R0134,20250911_144618+0000,20250911_144618+0000,17232.371802474092,"[1796.7046595356219, 1524.9407023917124, 2215.2078103960425, 1236.916259549049, 1741.8400179331525, 1379.7293436787052, 2289.862393670267, 1501.6007406091032, 2637.385030878806, 908.184843831631]",1,0
R0135,20250911_144618+0000,20250911_144618+0000,17599.196333437518,"[1889.692190411373, 1547.9423999165763, 1798.2002315559455, 2408.979281481147, 1472.3539449634345, 2263.0039228257665, 1487.6235474007638, 1601.9663285186148, 2061.105998279593, 1068.3284880843019]",1,0
R0136,20250911_144618+0000,20250911_144618+0000,30662.22614580367,"[3320.4285987465078, 3347.1284935310787, 4502.900021855151, 3803.0900169609117, 3350.508811018683, 2698.396424482127, 2556.7927393546056, 2911.67258534858, 2675.2810441661554, 1496.0274103398704]",1,0
R0137,20250911_144618+0000,20250911_144618+0000,28879.250484846063,"[2115.648260649731, 3341.104263405207, 2175.9925144704375, 3118.1957438823674, 4061.3586060391267, 2956.1921767778917, 2525.863110827847, 4071.9436640763743, 3618.869004571443, 894.0831401456373]",0,0
R0138,20250911_144618+0000,20250911_144618+0000,18594.782738722002,"[2226.9884771744164, 2664.8556073342897, 1329.7553634315127, 1640.0385294672756, 1279.6439610541115, 2348.854406722904, 1641.8438185023026, 2021.6259298111604, 2378.530054229472, 1062.6465909945566]",2,0
R0139,20250911_144618+0000,20250911_144618+0000,17604.340369065405,"[1630.8799817140175, 2368.411575269426, 1916.9284772104065, 1847.3387521220325, 2046.0305343472637, 1867.0650087759586, 1805.1957346507472, 1695.4418153566112, 1521.0592027628554, 905.9892868560848]",2,1
R0140,20250911_144618+0000,20250911_144618+0000,25938.98869531065,"[2153.77231638083, 2506.2325412402515, 2574.4009635333814, 2819.717121184016, 1958.2527187203275, 2635.7716120944015, 2504.161229676684, 2972.1068296631443, 3328.17190066113, 2486.4014621564834]",0,0
R0141,20250911_144618+0000,20250911_144618+0000,15635.731577561704,"[1570.8212392692944, 1818.4016926935685, 1657.5362321883188, 1555.6951786530178, 1244.523619392663, 1584.6371857839963, 1626.3112493215215, 2019.8706117826584, 1885.660431224392, 672.2741372522745]",0,0
R0142,20250911_144618+0000,20250911_144618+0000,17833.465319790554,"[1560.0000959815698, 2303.606282594724, 1581.6682168242614, 1921.6631291215026, 1977.5430729516697, 1619.8604090480053, 2001.6081573414845, 1189.2003286284298, 2699.307552903752, 979.0080743951559]",2,0
R0143,20250911_144618+0000,20250911_144618+0000,17619.095114862408,"[1940.4677577307125, 2535.401688328268, 1658.0167863826814, 2577.320551896879, 1616.0774643775699, 1321.2015747854723, 1553.8758991466152, 2302.8685860327128, 1355.6929949637038, 758.171811217795]",0,0
R0144,20250911_144618+0000,20250911_144618+0000,27630.12681186395,"[2735.3677803727337, 3000.578639998006, 1916.8645851453182, 2580.1878919151036, 3198.5595533183578, 2886.960641018647, 2890.3512043301766, 4544.295542086545, 2591.5756174401304, 1285.3853562389322]",0,1
R0145,20250911_144618+0000,20250911_144618+0000,18161.22225925036,"[2112.3372786262476, 1944.7031806880423, 2238.5904239848405, 1997.2781594207154, 1779.5053158067144, 1240.094994178962, 2637.0745657792268, 1729.8686890823365, 1816.2715472994994, 665.4981043837739]",0,1
R0146,20250911_144618+0000,20250911_144618+0000,19185.160806383148,"[2050.306808867126, 1960.3956432160803, 2567.568076322708, 2022.0981077922172, 1830.8127026470756, 1886.3075822471737, 1937.7435224149747, 2232.326854344309, 1518.6736271416878, 1178.9278813897956]",0,0
R0147,20250911_144618+0000,20250911_144618+0000,19428.089022042004,"[1865.3324983020673, 2122.5227891676373, 1381.036235773829, 1957.3045676784136, 2069.431935195874, 1676.1383586254915, 2244.680498549955, 1721.3559079277632, 2741.969080661861, 1648.317150159114]",0,0
R0148,20250911_144618+0000,20250911_144618+0000,16053.942053013394,"[1634.1009941285304, 1669.4776645160157, 1698.9127300291264, 1404.1258557493088, 2221.2292545206074, 1592.7961229046334, 2132.5365858819678, 1417.7805039282323, 1770.3319953477724, 512.6503460071999]",5,1
R0149,20250911_144618+0000,20250911_144618+0000,17783.17647932469,"[1811.6440018250182, 1957.6332252087257, 1839.2728043634704, 1839.054836840587, 2258.927514144654, 1875.5280962976196, 1821.8697892507932, 1280.099867643074, 1718.567270110327, 1380.5790736404213]",4,0
R0150,20250911_144618+0000,20250911_144618+0000,16900.89302154122,"[2299.630346583804, 1587.9588054386143, 1344.1482979138568, 1144.1070396935115, 3167.753792413647, 1277.28480607521, 1557.1387362084731, 1670.9858942313494, 1920.3375842997189, 931.5477186830337]",0,0
R0151,20250911_144618+0000,20250911_144618+0000,15346.553518300947,"[1297.2623265708505, 1462.7731818940415, 1439.452101424325, 1547.4366647195375, 1704.2227607701204, 1597.7757283220783, 2077.7231277087217, 2028.1471544694473, 1261.4680618020914, 930.292410619734]",1,1
R0152,20250911_144618+0000,20250911_144618+0000,18121.737251230137,"[1778.7510529891756, 1318.6502120553002, 1579.9833197974458, 3040.9823027792013, 2220.324562577372, 1748.9073224260485, 1575.8633559067769, 1600.058579800204, 2121.617506330228, 1136.5990365683842]",2,1
R0153,20250911_144618+0000,20250911_144618+0000,16728.92222508818,"[1328.2949891806263, 1281.853397098193, 2095.333180142346, 1674.8675531818744, 1714.7505041618792, 2076.995444598179, 1639.408418144275, 1833.9094034805705, 1852.277744656621, 1231.2315904436146]",1,0
R0154,20250911_144618+0000,20250911_144618+0000,15458.311512702478,"[1316.5466079363027, 1677.6922182084988, 2059.8985773982226, 1598.620169698465, 1422.1460033582441, 1419.2948747356663, 1693.586322829442, 1670.4236666301902, 1981.7041138533616, 618.3989580540838]",1,0
R0155,20250911_144618+0000,20250911_144618+0000,17031.198491637588,"[1608.5545959794122, 1399.0538538683618, 1813.535939367962, 1440.9804382096079, 1809.0140503047642, 1326.0295106336248, 1845.4275958938797, 1817.3774934901173, 2665.105227249623, 1306.1197866402335]",3,0
R0156,20250911_144618+0000,20250911_144618+0000,26264.97387077558,"[3777.0190236387307, 2306.5591021906926, 3575.7743138773776, 3343.208421015061, 2641.476235034441, 2403.900098602541, 2264.074540775525, 2573.5607310123683, 2130.9230339536593, 1248.4783706751818]",1,0
R0157,20250911_144618+0000,20250911_144618+0000,16651.699232364244,"[1667.7092738282538, 1773.9117072855372, 1892.2357910342523, 1951.564883441848, 1299.590164214172, 1481.2272051359475, 2282.8568372691293, 1683.5188996932407, 1734.80003759479, 884.2844328670751]",5,0
R0158,20250911_144618+0000,20250911_144618+0000,18086.41545307586,"[2632.063797798707, 1804.8155925210654, 1842.2567977317553, 1889.357316160061, 1435.1107887969142, 1889.5096308914754, 1650.8612756473742, 1672.6566559965947, 2343.980622827363, 925.8029747045505]",1,0
R0159,20250911_144618+0000,20250911_144618+0000,25356.567861333067,"[2347.9065469052043, 2326.037217546635, 2791.2020927122485, 2902.631042923687, 2165.8040614710717, 2378.507964699872, 3388.618300446292, 3053.4082408219388, 3085.71636046201, 916.7360333441097]",0,0
R0160,20250911_144618+0000,20250911_144618+0000,27785.06667401035,"[3892.9307706219574, 3921.1760147195373, 2311.6846867617865, 3933.992528470777, 2463.614244040965, 2337.041877043119, 2189.9273359542703, 2264.70507597624, 3231.868803624755, 1238.1253367969446]",2,0
R0161,20250911_144618+0000,20250911_144618+0000,18350.051260721157,"[2545.498577477864, 2138.2561770307416, 2206.7995787725167, 2211.7276059338133, 1362.8653050586545, 2284.0599908396644, 1600.5575936183475, 1629.680035562193, 1549.871901829617, 820.7344945977462]",2,0
R0162,20250911_144618+0000,20250911_144618+0000,14930.129381146338,"[1491.4161532690546, 2041.1896713151534, 1809.864529033225, 1501.657443258813, 1769.0317922630202, 1197.8520871368937, 1353.8769859340205, 1570.037509987807, 1603.8959905007948, 591.3072184475576]",1,0
R0163,20250911_144618+0000,20250911_144618+0000,30694.920561972118,"[3211.4370746077625, 3749.3693317798534, 3631.1178295773657, 1568.3071976237397, 3041.2032152725255, 3062.080439798275, 4295.740909750556, 3125.0812373537897, 3630.5390328395206, 1380.0442933687295]",0,0
R0164,20250911_144618+0000,20250911_144618+0000,15829.104908135867,"[1621.220719722785, 1477.1414713041975, 1865.3133273482476, 1440.857982933184, 1180.4012480711435, 1565.098547362968, 2156.6512374944487, 1578.1174072013227, 1550.720091679589, 1393.5828750179805]",1,0
R0165,20250911_144618+0000,20250911_144618+0000,18250.240500830718,"[2007.9894940555837, 1760.9636573734103, 1643.7117327854328, 2266.3084433969966, 2085.297699223739, 2333.9677865238377, 2176.762495038471, 1381.0679783028177, 1947.778267964936, 646.3929461654927]",1,0
R0166,20250911_144618+0000,20250911_144618+0000,15105.128103438798,"[1248.1576443914998, 1299.7875672370578, 2125.2469130053732, 1815.3019975733466, 1837.383964420316, 1701.4399663352317, 1452.4436770462853, 1561.9078992794362, 1533.9555297583156, 529.5029443919361]",1,1
R0167,20250911_144618+0000,20250911_144618+0000,16680.451840245907,"[1816.878038562053, 2228.122174219895, 1248.6578851779725, 1483.567771320357, 1671.3346577806974, 1914.2486095702625, 1689.748947111444, 1875.0455558270733, 1658.72966875399, 1094.1185319221627]",2,0
R0168,20250911_144618+0000,20250911_144618+0000,26214.883863578696,"[2398.6423307471887, 2485.099783598277, 2905.7620160216056, 3371.0742657298556, 2689.746660209883, 2476.0967125074385, 2273.57699072047, 3469.1940883676634, 2746.0882597170707, 1399.6027559592424]",0,0
R0169,20250911_144618+0000,20250911_144618+0000,24886.529225988324,"[2431.105657569275, 2576.8135713676506, 3269.121457433846, 3322.371856939025, 2058.418048476332, 2268.6932893672138, 2974.6346305456213, 2563.1458340588747, 2407.2813108469404, 1014.9435693835457]",0,0
R0170,20250911_144618+0000,20250911_144618+0000,17370.808085909615,"[1277.7440536057989, 1638.8338199053583, 1712.2770807635459, 1967.0424879178593, 1806.2408251511074, 1873.85544220936, 1728.226474878415, 2512.3352077676964, 2076.530750811299, 777.7219428991765]",1,0
R0171,20250911_144618+0000,20250911_144618+0000,25656.478392566794,"[3037.1635862277017, 3097.8754427534827, 2390.3266410719207, 2719.227290991304, 2621.3694098454807, 2864.467917224118, 2494.665347597701, 2573.8625358988347, 2437.081205144899, 1420.4390158113533]",0,0
R0172,20250911_144618+0000,20250911_144618+0000,15403.428268798583,"[1940.763984175833, 1646.8284410478393, 1368.8351923589798, 1858.7341314548717, 1308.1291267105576, 2367.7443104016834, 1330.9935214303953, 1425.5410314208925, 1644.1294873023105, 511.72904249522]",2,1
R0173,20250911_144618+0000,20250911_144618+0000,16245.914576796775,"[1542.1250977139914, 2425.605629893381, 2291.4772681119766, 1529.5592752608354, 1636.2875714690883, 1814.313011250833, 1540.6626316501865, 1358.7463318964712, 1509.2376916683384, 597.9000678816735]",0,0
R0174,20250911_144618+0000,20250911_144618+0000,15343.063802953811,"[2118.3553118683585, 1241.6403591386852, 1667.2447068916204, 1384.662520932871, 1595.311778438483, 1342.2648272193453, 1511.8932728240409, 1981.117628803961, 1807.0159925071596, 693.5574043292874]",1,0
R0175,20250911_144618+0000,20250911_144618+0000,16567.188063118847,"[1433.0762264889731, 1395.4986265838488, 1949.079983100445, 1801.3966848378825, 1855.6131810037962, 2319.130886724063, 2063.7652878109952, 1592.5650731799235, 1683.113185287696, 473.9489281012239]",1,0
R0176,20250911_144618+0000,20250911_144618+0000,17585.631341079887,"[1654.3713548356927, 1566.8795211844986, 1603.878815057936, 2030.6427698651987, 2036.7121251375788, 1322.9332082830065, 1451.799930434337, 2870.6498956958753, 2537.05300492568, 510.710715660083]",2,0
R0177,20250911_144618+0000,20250911_144618+0000,15849.572146666313,"[1618.1213167315661, 1667.1725962336961, 1978.8670890411415, 1255.4029463488955, 1463.4352265963118, 1097.9005473073184, 1953.830534289214, 2071.7460579699195, 1810.1557955530293, 932.9400365952199]",2,0
R0178,20250911_144618+0000,20250911_144618+0000,17685.40574922562,"[1296.4351170817272, 2304.446410168441, 1625.0955608223906, 1994.8370020136717, 2505.53863969389, 1365.1612266924853, 1965.7313799274973, 2264.147727948085, 1456.9531592892045, 907.059525588229]",1,0
R0179,20250911_144618+0000,20250911_144618+0000,28729.135831090964,"[3407.350021944557, 2379.5036558819706, 3017.251518031203, 3456.4932994188093, 3221.896388117486, 2751.7533315084306, 2781.445713630355, 2585.6203272016905, 3067.585227140851, 2060.2363482156125]",0,0
R0180,20250911_144618+0000,20250911_144618+0000,15491.22561698041,"[1740.4131463951182, 2070.010768719246, 1417.0481054716445, 1594.3065681307826, 1894.1863323096977, 1471.5210799640838, 1647.6946277969496, 1602.4986542887327, 1283.533389870333, 770.0129440338225]",1,0
R0181,20250911_144618+0000,20250911_144618+0000,29763.60114523072,"[2367.283514233942, 2826.8681707542337, 3936.0329946862457, 3335.180158689142, 1876.3928993777915, 2886.192605833621, 4214.340102296548, 2894.8225394134333, 4346.225808070064, 1080.2623518757014]",1,0
R0182,20250911_144618+0000,20250911_144618+0000,18192.658920523616,"[1885.0259343489981, 1634.5873163258955, 2108.7236787579563, 1526.9782377729946, 2048.1849993648384, 2193.395119922916, 1843.8527985353276, 1855.8775338379419, 1710.7857059783744, 1385.247595678374]",2,0
R0183,20250911_144618+0000,20250911_144618+0000,16371.410925011001,"[1570.5762947576843, 2546.648442799262, 1362.4456160148507, 1353.4808856390612, 1972.2305011644812, 1943.3194340040307, 1247.6161319096552, 1755.716843197798, 2030.2891816211397, 589.0875939030395]",2,0
R0184,20250911_144618+0000,20250911_144618+0000,18189.238138432884,"[1415.1556100872658, 1462.9685437190572, 2218.679500421427, 1790.4181988626399, 2017.9831590732697, 1944.3176150374934, 1552.9259675224048, 2588.2541272781777, 2065.402044793954, 1133.1333716371926]",1,0
R0185,20250911_144618+0000,20250911_144618+0000,19047.165701575013,"[2051.5611086388094, 2484.1888663561776, 1704.6908447556655, 2014.6118042563862, 1637.963972790453, 2350.250134825832, 1522.0536952175705, 2242.455040165303, 1887.7843937262774, 1151.6058408425395]",1,0
R0186,20250911_144618+0000,20250911_144618+0000,15038.96297113951,"[1604.7071979977914, 1539.718150712383, 1247.8183443960938, 1817.0562569129977, 1110.8183110604002, 1703.210467781315, 1712.5107207672754, 1833.1217913319715, 1315.4824751381038, 1154.5192550411778]",0,0
R0187,20250911_144618+0000,20250911_144618+0000,15185.828130854332,"[1550.6989192086958, 1752.0948008418982, 1480.5073090863464, 1577.6411849948017, 1839.9415172998702, 1634.4125862649194, 1444.3922302939286, 1457.9563349210587, 1603.2792714119605, 844.9039765308524]",0,1
R0188,20250911_144618+0000,20250911_144618+0000,14321.20229445934,"[1716.5005673960832, 1382.4365235689115, 1366.451148176791, 1931.9533400784787, 1338.347148426404, 1532.096218527087, 1338.5188395214527, 1587.371923632086, 1402.4835022817201, 725.0430828503252]",3,0
R0189,20250911_144618+0000,20250911_144618+0000,16520.662042423082,"[1907.99933089136, 1691.5605836636673, 1599.9914557520372, 1743.1330072940893, 1538.0021208283317, 1578.0177336828956, 1467.5394127759873, 2645.8066462875436, 1665.9825896723326, 682.6291615748364]",3,0
R0190,20250911_144618+0000,20250911_144618+0000,26704.892235111634,"[2234.641128777128, 2748.623134096916, 2520.2450897977396, 4288.091242612505, 2689.2666343290043, 2781.223665267528, 2940.338336477597, 2484.181447054691, 2827.16875316738, 1191.1128035311447]",1,3
R0191,20250911_144618+0000,20250911_144618+0000,18466.700612760324,"[1932.5833791331247, 1372.4884843020452, 2573.1111349391317, 1605.3407412328243, 2678.517672809008, 1703.637744955482, 1602.6424002665183, 2129.080838386153, 1888.044445186194, 981.2537715498405]",1,0
R0192,20250911_144618+0000,20250911_144618+0000,15424.105960486626,"[1707.0567109038616, 1156.0262063549799, 1347.9496981210352, 1600.7150200050783, 2244.95068902115, 1661.5038707833346, 1322.4095250558903, 2267.6798597401107, 1427.001385375826, 688.8129951253597]",0,0
R0193,20250911_144618+0000,20250911_144618+0000,29385.69970571362,"[2991.7271259022696, 3062.8016746714648, 2582.55684186808, 3298.2301033370513, 3050.3112491333764, 3645.704367676644, 2581.1676049919784, 3137.9072173569343, 3964.5464542615327, 1070.7470665142891]",0,0
R0194,20250911_144618+0000,20250911_144618+0000,14996.40285601194,"[1439.6511724311918, 1620.775239770645, 2157.200613578189, 1420.8924439811447, 1070.2684277955452, 1487.8762932929246, 1557.1560136491396, 1496.1921972083082, 1923.3253896624951, 823.065064642358]",1,0
R0195,20250911_144618+0000,20250911_144618+0000,15214.902120991062,"[1431.8496297069944, 1741.1684093700255, 1846.3548073026477, 1668.3197438204418, 1128.6515428376024, 1346.2972160949807, 1735.1307133731736, 1708.183642583502, 1626.6390168255916, 982.3073990761035]",0,1
R0196,20250911_144618+0000,20250911_144618+0000,17592.928425340764,"[2293.150755379514, 1324.8608858989703, 1790.2987119779943, 1845.808169991834, 2191.4205834756563, 1743.52135741946, 2253.246929757561, 1695.0051084892445, 1440.2581375775912, 1015.357785372939]",1,0
R0197,20250911_144618+0000,20250911_144618+0000,18363.28053787088,"[3036.9873082015733, 1624.2856909973589, 1884.1596027550586, 1624.8757331137542, 1887.8211716242167, 1796.7503379521895, 2409.1920511883714, 1994.832385638776, 1500.06385190748, 604.3124044921018]",3,0
R0198,20250911_144618+0000,20250911_144618+0000,18324.210605423123,"[1564.0325501552845, 1986.8309414004182, 2538.431092390608, 1714.9028971630748, 2478.2303180091753, 1816.6258837787193, 1756.0545504817483, 2193.020838274248, 1575.1666007051774, 700.9149330646687]",3,0
R0199,20250911_144618+0000,20250911_144618+0000,17347.783507042823,"[2350.808870995566, 1690.1521701173938, 2343.2655269452644, 1651.4367798632707, 1359.1039903504502, 1939.4685143710342, 1329.1373726151135, 1867.5385670054197, 1668.5526436770879, 1148.3190711022216]",1,0
R0200,20250911_144618+0000,20250911_144618+0000,16984.052515843163,"[1803.055839043062, 1935.943769038934, 1617.003508013926, 2064.223931086192, 2094.4711309079544, 1341.305727249056, 2132.748332734311, 1653.3766223440023, 1319.3702882099556, 1022.5533672157685]",0,0
R0201,20250911_144618+0000,20250911_144618+0000,16545.953965869,"[1466.669778476252, 1213.757394376811, 2407.915480036049, 2097.263610473955, 1504.9900460528477, 1976.2207867367913, 1572.2567138675045, 1596.0987634763983, 1642.2745039596018, 1068.5068884127902]",0,0
R0202,20250911_144618+0000,20250911_144618+0000,17768.70939875199,"[2352.7842919880113, 1637.0234763650492, 1016.3358476980391, 1412.7052314345149, 1775.0776504358694, 2060.926430925691, 1678.43134265599, 2112.064255002649, 2679.714841433267, 1043.64603081291]",1,1
R0203,20250911_144618+0000,20250911_144618+0000,29378.8562603763,"[2093.5125186219357, 2534.073924804139, 3425.538051631674, 3579.1440062981846, 3228.7878585454296, 3918.6144509764868, 2810.424427437794, 3967.2016385261772, 2936.4895707498226, 885.069812784654]",2,0
R0204,20250911_144618+0000,20250911_144618+0000,15700.37132773388,"[1332.1216348798775, 2249.8691043075128, 848.6087531557727, 1499.7296379169372, 1712.9819727221804, 2128.525391220996, 1739.2482111451804, 1527.6890695401628, 1343.526398180838, 1318.0711546644209]",0,0
R0205,20250911_144618+0000,20250911_144618+0000,29829.63145835659,"[3861.742810909688, 3909.4402461742843, 3177.4456051567226, 3569.340889449108, 2951.1664784959953, 2197.050580841926, 3093.893353682641, 3268.8323651976953, 2704.9428017914397, 1095.7763266570919]",0,1
R0206,20250911_144618+0000,20250911_144618+0000,16805.549640870206,"[1290.1449924243443, 1778.5871414078952, 1584.2536613763004, 2042.8048196487343, 1709.9740488205598, 2437.559792514696, 2021.2172096934603, 1833.663370388998, 1680.992172770905, 426.35243182431145]",1,0
R0207,20250911_144618+0000,20250911_144618+0000,25821.726043633575,"[2403.929873843513, 3190.5249847965974, 2719.5247010655603, 2320.582352454376, 2610.421848739128, 2616.4064050254697, 3211.802256302567, 2996.0639782940157, 2809.402769276266, 943.0668738360813]",0,0
